Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Field Engineer - Arizona or New Mexico,Motorola Solutions,,Arizona,Full Time,,,,,,,,"USD 70,000.00 - 80,000.00 per year",,"Company Overview

At Motorola Solutions, we believe that everything starts with our people. We're a global close-knit community, united by the relentless pursuit to help keep people safer everywhere. Our critical communications, video security and command center technologies support public safety agencies and enterprises alike, enabling the coordination that's critical for safer communities, safer schools, safer hospitals and safer businesses. Connect with a career that matters, and help us build a safer future.

Department Overview
Territory 7 FE North America Solutions Deployment and Integration
Job Description

NOTE: This position is REMOTE + TRAVEL. Candidate must reside in either ARIZONA or NEW MEXICO

Responsibilities:

Duties may also include:

Additional Skills/Responsibilities:

Ideally the individual should have or be pursuing at least one network certification:

Preferred Qualification

**Must be able to obtain background clearance as required by government customer**

Target Base Salary Range: $70,000 - $80,000 USD

Consistent with Motorola Solutions values and applicable law, we provide the following information to promote pay transparency and equity. Pay within this range varies and depends on job-related knowledge, skills, and experience. The actual offer will be based on the individual candidate.

#LI-NJ1

#LI-REMOTE




Over 75%

None

Experienced

No





Motorola Solutions is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion or belief, sex, sexual orientation, gender identity, national origin, disability, veteran status or any other legally-protected characteristic.

We are proud of our people-first and community-focused culture, empowering every Motorolan to be their most authentic self and to do their best work to deliver on the promise of a safer world. If you'd like to join our team but feel that you don't quite meet all of the preferred skills, we'd still love to hear why you think you'd be a great addition to our team.

We're committed to providing an inclusive and accessible recruiting experience for candidates with disabilities, or other physical or mental health conditions. To request an accommodation, please complete this Reasonable Accommodations Form so we can assist you.",https://www.dice.com/job-detail/98fda774-247c-41db-9605-189659880ced
IT Manager,Robert Half,,"Albuquerque, NM",Full Time,,,,,,,,,On Site,"Description

We are looking for an experienced IT Manager to lead a dynamic technical team and provide strategic technology consulting to clients in Albuquerque, New Mexico. This role combines team leadership, client engagement, and oversight of managed IT services to ensure optimal performance and alignment with business goals. The ideal candidate will drive operational excellence, foster strong client relationships, and guide the team toward proactive and innovative solutions.

Responsibilities:

Build and mentor a high-performing technical team, fostering a culture of accountability and continuous improvement.

Develop and implement clear processes and roles to ensure efficient service delivery and team alignment.

Conduct regular one-on-one meetings, performance reviews, and development plans to support team growth.

Lead strategic planning for clients, crafting technology roadmaps that align with their long-term business objectives.

Conduct on-site client meetings, including business reviews and strategic discussions, to strengthen relationships and provide tailored solutions.

Oversee the delivery of managed IT services, including infrastructure management, cloud solutions, cybersecurity, and support processes.

Ensure adherence to best practices, security policies, and high standards for service quality and documentation.

Manage vendor relationships, licensing renewals, and cost optimization to maximize operational efficiency.

Collaborate with sales and operations teams to ensure clients receive consistent and impactful results.

Travel periodically to support and align with team members and key clients, ensuring cohesive operations.

Other duties as needed



Interviews are currently being conducted, for immediate consideration please apply.

Minimum of 7 years in IT, including 2+ years in a leadership role

Proven experience in managing and developing technical teams in a fast-paced environment.

Strong communication skills with the ability to explain complex technical concepts to non-technical stakeholders.

A client-focused approach, emphasizing proactive solutions and strategic relationship management.

Solid understanding of IT infrastructure, cloud technologies (Microsoft 365, Azure), virtualization, and security frameworks.

Familiarity with endpoint management, networking, and standard tools used in managed services.

Demonstrated ability to create and execute technology lifecycle plans and roadmaps.

High emotional intelligence, with skills in conflict resolution, coaching, and driving team accountability.

Background required prior to employment

Technology Doesn't Change the World, People Do.

Robert Half is the world's first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go. Download the Robert Half app and get 1-tap apply, notifications of AI-matched jobs, and much more.

All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals, including medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit roberthalf.gobenefits.net for more information.

2025 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking ""Apply Now,"" you're agreeing to Robert Half's Terms of Use.",https://www.dice.com/job-detail/56aff1a1-d4f8-4bf6-b2d2-289c860969c6
Java Technical Consultant,"Aspire Systems, Inc.",Gokul Velumani,"Charlotte, NC",Full Time,,,,,,,,"$120,000 - $130,000",On Site,"Job Type: Full Time
Location: Charlotte, NC
Experience Required: 10+
Key Responsibilities:
Act as the onsite consultant between customer stakeholders and offshore delivery teams.
Lead architecture and design discussions; propose technical solutions and approaches.
Coordinate project activities, priorities, and sprint deliverables with offshore teams.
Provide technical guidance and ensure quality delivery aligned with best practices.
Track project progress, manage risks, and handle communication and escalation effectively.",https://www.dice.com/job-detail/1ea073fa-e63f-4f9c-9b83-0dcbac5c38c5
Lead Diesel Mechanic,Kenan Advantage Group,,"Pueblo, Colorado",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBTDY3NFM5M0VUWlZ4Q3V2TW05NU1BZVpBNDRsZmtnM1RCWmptbVRCaUNuZDhyS05mNEppd3dleEN6bjlreTBrMDhQUGpDOExPU1p2SDNaT1FubG11UlpqNUU4TTQ2SXBKbDdBemtTbGRKQU5lS1BheDEzUG9pY1g3VTBUdi0wbXdnMVFQVXRkWUp6dlhCdjFDUmdlTXdDRDdKdmtRTElDQk9RdUpnZ1l4SEtuZVJRVUduWFYycGxBaDBCNm5OVEd3R0lpV1FuX1haaUlnSmdiQXliS0psRlJNcmhITXZjMV9lamlrd3BrSWRadWY3cDFlcE1kbTdNaGhOaG1mQmcyRE4wMDE2Q2FHY0FtVGt6bzlwb0tRRHFDOTZKdWdQbHV5cWh6SU90YllGUDdlemswUmpraGI1aGZVa2pHOW01R0c0ZW0xMmx4QSIsImpvYklkIjoiMTZjMWUwMzctZWIwNS00Njk4LTg4ZDAtZmQ1ZTE0NDQ0NDIxIiwiam9iVGl0bGUiOiJMZWFkIERpZXNlbCBNZWNoYW5pYyIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
"Software Engineering Intern (C++, Linux, Multithreading) U.S. undergrads ONLY 12/2026 or 05/2027",Nutanix,,"Durham, NC",Full Time,,,,,,,,USD 36.00 - 60.00 per hour,On Site,"Hungry, Humble, Honest, with Heart.

C++/Linux/Multithreading - Durham, NC

The Opportunity

Are you a driven software engineering student eager to gain hands-on experience in disaster recovery solutions, with a passion for coding and a desire to impact real-world applications? If so, joining our DRaaS team at Nutanix will provide you with a unique opportunity to work on production-ready projects, enhance your programming skills, and contribute to innovative hybrid-cloud solutions while being supported by a vibrant and diverse community.

About the Team

The Disaster Recovery as-a-Service (DRaaS) team is responsible for designing and building business continuity and disaster recovery (BCDR) solutions that enable seamless replication and recovery across hybrid-cloud environments. Our solutions ensure rapid, predictable, and cost-effective recovery through one-click failover, fail-back, and automated recovery plans, minimizing downtime and disruption. We continuously innovate by developing a suite of BCDR solutions, enhancing our cloud-based data protection services, and creating a resilient platform to support our customers and business partners in safeguarding critical applications and data.









We understand you are pursuing multiple employment options. Please note these important steps.



Hybrid: This role operates in a hybrid capacity, blending the benefits of remote work with the advantages of in-person collaboration. In locations where our workplace policy applies (i.e. San Jose, Durham, Mexico City, Bangalore, Pune, Hoofddorp, Belgrade, Barcelona, Singapore, Sydney and Tokyo), employees are expected to work onsite a minimum of 3 days per week to foster collaboration, team alignment, and access to in-office resources. Workplace type may vary based on location and team requirements. Please speak with your recruiter for details. Additional team-specific guidance and norms will be provided by your manager.

The pay range for this position at commencement of employment is expected to be between USD $ 36 and USD $ 60 per hour.

However, base pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position may also include other elements, including a sign-on bonus, restricted stock units, and discretionary awards in addition to a full range of medical, financial, and/or other benefits (including 401(k) eligibility and various paid time off benefits, such as vacation, sick time, and parental leave), dependent on the position offered. Details of participation in these benefit plans will be provided if an employee receives an offer of employment.

If hired, employee will be in an ""at-will position"" and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation program) at any time, including for reasons related to individual performance, Company or individual department/team performance, and market factors. Our application deadline is 40 days from the date of posting. In good faith, the posting may be removed prior to this date if the position is filled or extended in good faith.



Nutanix is an Equal Employment Opportunity and (in the U.S.) an Affirmative Action employer. Qualified applicants are considered for employment opportunities without regard to race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, marital status, protected veteran status, disability status or any other category protected by applicable law. We hire and promote individuals solely on the basis of qualifications for the job to be filled. We strive to foster an inclusive working environment that enables all our Nutants to be themselves and to do great work in a safe and welcoming environment, free of unlawful discrimination, intimidation or harassment. As part of this commitment, we will ensure that persons with disabilities are provided reasonable accommodations. If you need a reasonable accommodation, please let us know by contacting [email protected].",https://www.dice.com/job-detail/30121ab3-f6ad-44ba-9b6a-5f067d2bf601
"IT&E Flight Test Staff Engineer - Grand Prairie, TX",Lockheed Martin Corporation,,"Grand Prairie, TX",Full Time,,,,,,,,"USD 109,200.00 - 192,510.00 per year",On Site,"Job Description

Lockheed Martin Missiles and Fire in Grand Prairie, TX is seeking an experienced Integration, Test, and Evaluation (IT&E) Lead Engineer to support an advanced program in laboratories and live flight test environments at White Sands Missile Range, New Mexico, USA and Woomera Range Complex in Australia. Our team is dedicated to delivering innovative solutions, and you will play a key role in providing technical coaching and mentoring, work assignments, employee career development, and continuous employee feedback.

What You Will Be Doing
As the Integration, Test, and Evaluation (IT&E) Flight Test Staff Engineer, you will support subsystem integration and testing, flight testing, use of automated test equipment during missile processing, and preparation of test related documentation. The candidate will support the development of procedures for missile functional testing using automated test equipment. This role will also require the candidate to support the assembly and test of mockup missiles and live ordnance flight test missiles. This includes test range coordination with both US and Australian Government Test Ranges. The candidate will work under only general direction reporting to a program IT&E Lead. The candidate will communicate technical status and issues internally to program and functional leadership, as well as externally to customers. Candidate must be comfortable coordinating with various cross-functional organizations, groups and facilities to ensure program requirements are being met and in support of various test activities. When necessary, the candidate will travel to Lockheed Martin production facilities, supplier's facilities, and customer facilities.

Key Duties:
Develops, prepares, and executes comprehensive test plans, procedures and schedules supporting launcher integration tests and flight tests.
Prepare and support technical interchange meetings, customer design reviews, Test Readiness Reviews and Pre-Ship Reviews.
Be an LM interface to the customer test team and be responsible for ensuring on-time deliveries of program work products to the customer.
Provide troubleshooting leadership, identify cause and corrective action to resolve technical build problems and develop re-test instructions when needed.
Identify and lead the implementation of continuous improvement initiatives to reduce defects and increase the repeatability, efficiency, and throughput of test operations.
Ensure that configuration management is maintained with all documentation.
Why Join Us
We're looking for an experienced and skilled IT&E flight test engineer to join our team. If you have a minimum of a bachelor's degree from an accredited college in a related discipline with 9 years of professional experience or 7 years of professional experience with a related Master's degree, we encourage you to apply. As a strong leader with excellent communication and problem-solving skills, you will thrive in this role, contributing to the success of our programs and advancing your career in a dynamic and supportive environment.
We offer flexible work schedules to comprehensive benefits investing in your future and security, Learn more about Lockheed Martin's comprehensive benefits package here.
Further Information About This Opportunity: This position is in Grand Prairie, Texas. Discover more about our Dallas, Texas location.
Discover more about our Dallas, Texas location.

The selected candidate must have the ability to obtain a Secret Security Clearance. An active Secret Clearance required to start.



Bachelor's degree from an accredited college in a related discipline with 5+ years of professional experience Considered an emerging authority.
Previous flight test and range coordination experience.
Proficient in Microsoft Office 365 applications
A good understanding of basic electrical, software, and mechanical engineering skills with the ability to teach others.
Well-honed writing and verbal communication skills and experience with briefing our US and Australian Government team members and Lockheed Martin management.
Travel to White Sands Missile Range, NM to support missile assembly, test, and initial flight tests.
Travel to Royal Australian Air Force (RAAF) Woomera Range Complex in Australia to support flight tests.
Current DoD Secret Clearance.



Experience with missile systems including launch systems and targeting/fire control elements is preferred.
Demonstrate the ability to coordinate comfortably with different disciplines to fabricate, integrate, and test flight hardware.
Demonstrate the ability to troubleshoot problems and coordinate other integration participants for I&T program efficiency.
Deliver effective customer presentations that include performance results, schedule status, and corrective action details.
Demonstrate awareness of test equipment management including function, calibration and security requirements.
Verify that test data is recorded and cataloged appropriately.
Experience in writing test procedures, integrating and testing hardware, and working with test facilities.








At Lockheed Martin, we use our passion for purposeful innovation to help keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.

With our employees as our priority, we provide diverse career opportunities designed to propel, develop, and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. We place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.

If this sounds like a culture you connect with, you're invited to apply for this role. Or, if you are unsure whether your experience aligns with the requirements of this position, we encourage you to search on Lockheed Martin Jobs, and apply for roles that align with your qualifications.



By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.



Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.



The annual base salary range for this position in California, Massachusetts, and New York (excluding most major metropolitan areas), Colorado, Hawaii, Illinois, Maryland, Minnesota, New Jersey, Vermont, Washington or Washington DC is $109,200 - $192,510. For states not referenced above, the salary range for this position will reflect the candidate's final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.
Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.
(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental absences and other reasons; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of Vacation per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO, Vacation, sick leave, and holiday hours are prorated based on start date during the calendar year.
This position is incentive plan eligible.



The annual base salary range for this position in most major metropolitan areas in California, Massachusetts, and New York is $125,600 - $217,695. For states not referenced above, the salary range for this position will reflect the candidate's final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.
Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.
This position is incentive plan eligible.",https://www.dice.com/job-detail/66476cfa-702d-4bd6-80ce-96e183df4929
"Primary Care Physician (Spanish) - Osceola County, FL",ProTouch Staffing,,"St. Cloud, Florida",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBTDVKeXRTQl9aREEwRUhWRm9XXzc1Wmdwd1ZNT0hHNzhNanlNSXJZVVdnT3Zhc0dlclltdjVKWnlmcmVhQ0h0dXVRYVUtcWd0WENsb2E5ZjVHXzlReWZQUWREeWpqbjhuaUppNUVpelEtRGtWbGM3VlRUNlBOd1gwdUVPVVdwME94a0V2dGJoaWRmelNjbE1ZRzlzQmVWS0ZyN2l1Wi0wMjAtZnNIUlJ5Y1VFRmwxRkVLTUhkMnZ5VDlleC1tRHJQTXJfRlFZbmVkdllSc050RFozVFE2ODg3OEkzSktxdXdEaTZQekFmakhqcldNLUhCdXZfVk5HZXloS21RbzFTSmZGaTFLcWtqMEJGbjhfLThJUktybUtTMGxxYVRiWkk2WGFqZEpfU1BkVnl6NVBZUnBDRlhEZ2VrSFd6ZDZVampnaVNzdVZMeUtCWkhhSGF1bDZ5VXVqNUVOSUN5NkpMNjJ2ZXVVNnNmbnptTk42Rkp2c1dRODZ2X2lwQ1NFcG1oNDhBX1ktSzZGb3lQWG9WUUxrZlJRcnhMZUM5MEVWM200cExpVVFsbVZEWkpIbUdhbTQxNTZpU2JySTNHWkZGckZNbW53bFZMTk5rNU9OcWtLQThCTmVwWWFmTmdFZDI0QjlQQUZ1TEx3UyIsImpvYklkIjoiNjBjNTliY2QtNDNlZS00MmNkLTk4MTYtNjI4ODU0MDUwZWRmIiwiam9iVGl0bGUiOiJQcmltYXJ5IENhcmUgUGh5c2ljaWFuIChTcGFuaXNoKSAtIE9zY2VvbGEgQ291bnR5LCBGTCIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
Physician Family Practice-Geriatrics - Competitive Salary,The Inline Group,,"Los Angeles, California",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBSzdHQTdiZTBvNThITFE0TEdjV1JOczNaVUJWTzRFS042VHFCci1Eb0hwTDRhUkFsa2huUUpJRkdrUW5JdmVYa0EyZWZfOWtrVkRhc2FnR3BLanZKRnMwNHZVenkybnY3SW5aUXdNZ2p5NnNSYy1qYmRBYWlPYThPMVJCcDZJdFBoNzVkakx5NTdHWXV2c285eDVYOThraVJoNWo2RVRlU1Y3dEhnVlhjYlN4WFR3aXdueU15bHVGU1NKb3k0cXFneGJCT1dzeTNYUVlWTHZ5a3RTNlQ0TEQxXzhaVnFqT0Q4LWZVMHNPRGFrc0RncjFEWDQxV3dEUDBJVlFfbUpmWnJrdks2M25PVVhNQTVUYkU5aUNBUnNyWUp6QmFjMnJfSXkydFkzbzBhMVdXLS1sOWJja1dFZ3VPZ0M2Z29YbHAzeDNsWGtmZ1k1SU1vbWdDSjVncTF3OHhlRGtOWHB3eUE3MTdzYTU1d1ZBM1JQRnktdkVPRk9RQ2FlbG9FR1BiSzFnZHZ0UHByVjh5NGZUR0JtMEM0RUxBbW1DdHp4MmJRdkJIRUE4SVNNa0RJX0ZtV1E0Z18zZ1AtY1pac3haMHdtOTJwellycGFzak9aQVRvOVNob2wyeVBtMHloUjRCblpSWDNVZmNlc1g3c3dRNkdVemFNWjRuWENPRWZpUjVxeiIsImpvYklkIjoiY2M5MzFmYzgtMDMxMi00OTU4LWJjZWUtYjc0ZjljY2U5Y2NmIiwiam9iVGl0bGUiOiJQaHlzaWNpYW4gRmFtaWx5IFByYWN0aWNlLUdlcmlhdHJpY3MgLSBDb21wZXRpdGl2ZSBTYWxhcnkiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Physician Cardiology - Competitive Salary,"The Curare Group, Inc",,"Fort Myers, Florida",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBTHhFSnJQTWpidGRkSTM2cklOdWZzRUY1V0hSZlFLLUVrd2hzVHVlUFNycVd3V3VuWFFJcnhzZjFIeUJXTmlIMTl1Y25pZkZXdzRBaklXcEo5Tkg5ZjFVZGlpc2FxUFZnckM2Z3RwRFM4MEI2WUM5cFpZZmVwdmRHVE1JV05TU3VzMV9Kdk1zNEFicE5PenAyQ2JpWVNZNlpPZnlqdG9CdF9mSnJBci1faWdWQzFtMWM5NU5DUjRndWNDdHlYZVJqajk2MEx0RU5jaEFVZndPYWp4TzR5d1drd3BIUm9oeUpEU3RqZ1VhSTJScmFlX0ZwTllxUjVqcklnUjlpVm0wQlN6cHg2WWREMEZpWjR0bzNqTE9Yc0FrZDlMajZwUVpXVnlmdDZEOXFYV2w3UFgtTk9scEtXcGs3UmExTE1SOTRsbmdwdndmMWhXM1htbDlNWWVoMmEwLWNPRDNicW9yN25jUGx1NzgzOUtEcVptekRHR2ZnVW1uQjByWmxfeTQwMk1Kd184bzl0MHJYY1RIY0t3RjY4V3JJeWFBTmU0TWE4eTIwU2FWVTRpS29UcjBpMlU4c0VyeVUwIiwiam9iSWQiOiJjZDVkNDgyMy03MzhmLTQ0MTktYjNkMi1jMWY3NzFhNmE3N2MiLCJqb2JUaXRsZSI6IlBoeXNpY2lhbiBDYXJkaW9sb2d5IC0gQ29tcGV0aXRpdmUgU2FsYXJ5Iiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Physician Anesthesiology - Competitive Salary,"The Curare Group, Inc",,"Fort Myers, Florida",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBSW9JbkRhejBrVy14Ymo3Z3ZlcFRKLVJqdTFDcXN6MWpOTUdVLWNGbzF1QlJYMzh6WHIwMWhBTUdoendUQjRUU01EMHB6dW9Mc0FyekE1RXJQa0lZVXRwdmxCNndiaUp6dy1yTmdjQTM2b3JKSmpwdWVpWFA5b3lXd0Y2VUZBakp2c3ZoSlhMN3FBWFRTdEx3SlV3RjM5RllKcnRvRXlnMTlfRlVtUTNSZm1QdmJUNjJFUjVJUXBvMXlsTTN5TnF1TnBqRjB3WFoyUkVqOW9GSkNyaVJIVkhLX1IwMVZaOF9tX2FISVlxUjV4a1lfOWxGVGUwc3FBSFhSMWQxcU9TS3ljcWFVUHhkeHBhS3VpS2lybm5sVzRZTS1Tc0xtUDZyRFFXRjVXTF8ycWFKQzhsR1VnOTFZVGQ1R1Nvd2dsbzhMTnNKMmxWWG81T19ueGNoZDlnc09nRkRzSHF5ek9hMnZNQzhHSTlZNXJZY2loWklYb0V1OHpIUWNWVm1aVVczblp3QTNKQ0pvRWZ3b19UX3FqV0Rxb192NzVqWVFjOWVHc3Jtd3Z2R0JfdGhSb2lMQmVYR1Q0ZjZscm1EVWp2Vm1zdEEiLCJqb2JJZCI6ImE3MGNhNTMyLWE3ZDQtNDg5ZC04NTA5LWI2MGEwZmUzYjE4NSIsImpvYlRpdGxlIjoiUGh5c2ljaWFuIEFuZXN0aGVzaW9sb2d5IC0gQ29tcGV0aXRpdmUgU2FsYXJ5Iiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
