Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Fiber/OTDR Engineer (ONSITE),"NetSource, Inc.",Manita Tamang,"Pittsburgh, PA",Contract - W2,,,,,,Contract - 12 Month(s),,Depends on Experience,On Site,"The position is on-site in Pittsburgh, PA but Metro areas around GA; Pittsburgh or Philadelphia, PA will be considered. Contractor will be traveling through the US, Canada and Mexico. Please note that this is a 12 months contract position.
Must Haves:
3 years of experience in the telecom industry
Experience with testing using OTDR
Fiber network troubleshooting proficiency
Splicing experience is a benefit
Good to Have:",https://www.dice.com/job-detail/14df4ab8-e166-4624-b3ba-3f46bc8c307d
Mainframe Programmer (COBOL),STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking an experienced Mainframe Programmer (COBOL) to support the development, enhancement, and maintenance of large-scale enterprise mainframe applications. This role works closely with business analysts, QA teams, and system administrators to deliver reliable, secure, and efficient mainframe solutions for critical business operations.

Key Responsibilities",https://www.dice.com/job-detail/50ea2ff0-f02c-4334-a74b-150dbf7127cc
Mid-Level .NET Software Engineer,STAND 8,,Remote,Full Time,,,,,,,,$95000.00 - $120000 per annum,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a Mid-Level .NET Software Engineer to join our global Release Engineering team. In this role, you will work in a matrixed, collaborative environment, partnering closely with Delivery and Client Success teams. You'll be responsible for developing, testing, and maintaining client-specific configurations and release packages for our cloud-based profitability solutions.
This is an excellent opportunity for a hands-on engineer with strong .NET expertise, an interest in financial systems, and the ability to work effectively with international banking clients in a fully remote setting.",https://www.dice.com/job-detail/34484768-3f7a-45a1-b3cd-fb29c7d8e5b0
Project Manager - LAN/WLAN & Fiber Infrastructure,STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$58 - $68 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to oversee LAN, WLAN, and Fiber Infrastructure initiatives. This role focuses on managing large-scale installation, construction, and upgrade projects that enhance the district's network systems, ensuring reliable connectivity and optimal performance across multiple school campuses.
The ideal candidate will bring a strong technical background in network infrastructure combined with exceptional organizational and communication skills to lead cross-functional teams and vendor partners effectively.
Key Responsibilities",https://www.dice.com/job-detail/753bbd8c-c89a-4cf8-8b22-2cd0bb208e75
Project Manager - PCI DSS compliance program,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$81 - $91 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to lead and coordinate the implementation of a comprehensive Payment Card Industry (PCI) Compliance Program. This initiative includes approximately 59 interrelated projects spanning multiple bureaus, divisions, and departments that handle credit card transactions.
The Project Manager will ensure all projects align with PCI standards and organizational objectives, drive progress across diverse teams, and maintain compliance with industry regulations and security best practices. This role requires a strong background in project management, risk mitigation, and cross-functional coordination within technology or compliance environments.",https://www.dice.com/job-detail/61f226ca-7445-4490-beea-e7936ad27712
Backend Java Engineer,STAND 8,,Remote,Contract - W2,,,,,,,,$75 - $90 per hour,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced Backend Java Engineer to join our media and entertainment client's engineering organization. This role will focus on developing backend services and microservices that enable large-scale content delivery, audience engagement, and analytics. You will leverage Java, Spring Boot, and modern AWS-based cloud infrastructure to create containerized, scalable, and resilient backend systems that power key digital platforms.

Our ideal resource combines deep backend engineering experience with a strong understanding of distributed systems, API architecture, and cloud-native applications. You will play a central role in designing, building, and deploying backend systems that integrate seamlessly with databases, streaming data services, and front-end applications. This is an excellent opportunity to make an impact within a high-performance, technology-driven media environment while contributing to systems that support millions of users daily.

This role and work can be done fully remote within the United States.",https://www.dice.com/job-detail/405a90f6-89b8-4b39-a0e7-77c315069d41
Senior Business Systems Analyst,STAND 8,,"Universal City, CA",Contract - W2,,,,,,,,$60 - $65 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a Senior Business Systems Analyst with strong experience in financial systems to join our Solutions team. This role will serve as the lead analyst for a dedicated workstream, acting as the primary liaison between engineering teams and business stakeholders. The position is responsible for gathering and translating business and functional requirements into actionable user stories, supporting testing and UAT, and driving delivery across the full SDLC. The ideal candidate has deep financial systems experience, strong analytical skills, and the ability to lead initiatives in a fast-paced environment.",https://www.dice.com/job-detail/9858f9d8-60b6-409d-89fb-cdf172222069
Technical Project Manager - IT PMO,STAND 8,Angelina Gonzalez,"Long Beach, CA",Contract - W2,,,,,,,,$75 - $85 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a Technical Project Manager to lead and coordinate IT initiatives within our Project Management Office. This role manages end-to-end delivery of complex technical projects ensuring scope, schedule, and quality while also providing portfolio oversight, risk management, and stakeholder alignment across IT functions.",https://www.dice.com/job-detail/57d7e35e-9bf5-40c1-b8ed-2c41f6cceea8
Photo & Video Content Specialist,Fixity Technologies,,"Rockville, MD",Full Time,Part Time,Contract - W2,Contract - Independent,,,,Accepts corp to corp applications,,On Site,"Hello
Hope you are Doing great,
Title: Photo & Video Content Specialist
Location: Remote
We are seeking a creative and detail-oriented Photo & Video Content Specialist to work independently on organizing, enhancing, and repurposing our existing visual media. This role focuses on restoring and improving old photographs, stitching and editing video clips, and preparing polished presentations and shareable content for internal use and online platforms.



This is a short-term consultant/freelance role for a special project and requires strong technical skills, visual storytelling ability, and the discipline to manage projects independently from start to finish.",https://www.dice.com/job-detail/ffeab830-191e-46e5-89ef-0f1aeda4b342
SR Full Stack Developer,Apex Systems,,"Farmington Hills, MI",Full Time,,,,,,,,,On Site,"Job#: 3017427

Job Description:

Role: Sr Full Stack Developer

Location: Hybrid - three days/week Greater Lansing or Greater Detroit area

Duration: Long term contract

Description:

We are looking for a Senior Full stack Developer. The ideal candidate should have at least 8 years of experience, as a problem solver with excellent analytical reasoning and critical thinking skills. The candidate should also be a forward thinker with a solution-oriented mindset, who can communicate thoughts and ideas clearly.



Core Java/J2EE

Deep understanding of JVM, Profiling

Spring Framework

Angular / Typescript / Node

HTML/CSS

Jersey

SQL, PL/SQL

Oracle Database



Unix / Shell Scripts

Docker

Memcache / REDIS

SAML

Magnolia (At least 3 years of recent experience)

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico. Apex uses a virtual recruiter as part of the application process. Click for more details.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/e6dc5710-a955-4e47-8e9a-5bb3d0d312d3
