Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Vascular Sonographer - PRN,Presbyterian Healthcare Services,,"Albuquerque, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBTHB3djRiampyN0dHZUhUU3RUWDhVRHp2Y1R1bVhtSjByREtnRnFleG8xRjg2Vng4bGRndHhHREt2ZExJUnFyYkNiMUF6bXZjYkhxSzZCM0FUQlBpbjhqb2VSQktSS3B2aWwtMV81anBMeG81clgzT1AxYmNOSXRJZjRHMTN0b2xlYndOUXg4NGlRSkZ3bFdPZGlWXzZaTTh0NnkwRHJ1My1GR3gwSldwVldzYThGU3RKNUJKOHVvUVFFdnNHV1hsazFRemg0OVZLUE1XZVVCZzVOc1ROZDlOYTFZT3Z1UmdrZmFMV2MtUHprbjhLOGM1MzVRRzdIclNHNlhPbWJqdURlVmpBZVItRmNnU2x6ZmZuVHlGR2hGWDVUWUh0OEEzd1d1d2lReTE1YUNkNTBvZVVIR09kVCIsImpvYklkIjoiMzBlMmEyYTgtZGQwZC00YzZjLWI2NmYtZmJlZTM1MGFhNzQzIiwiam9iVGl0bGUiOiJWYXNjdWxhciBTb25vZ3JhcGhlciAtIFBSTiIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
Principal Service Engineer IS -AI and ML Architect *Hybrid*,Providence Health & Services,,"Renton, WA",Full Time,,,,,,,,,On Site,"Job Description

Providence caregivers are not simply valued - they're invaluable. Join our team at Enterprise Information Services and thrive in our culture of patient-focused, whole-person care built on understanding, commitment, and mutual respect. Your voice matters here, because we know that to inspire and retain the best people, we must empower them.

Join our Enterprise Security and Infrastructure team at Providence and thrive in a culture of patient-focused, whole-person care built on understanding, commitment, and mutual respect. Your voice matters here because we know that to inspire and retain the best people, we must empower them. We are seeking a visionary Principal Service Engineer to lead AI architecture initiatives that transform IT service delivery at scale. This role will design and implement AI-driven guardrails, governance and solutions to optimize workflows, enhance resilience, and deliver exceptional caregiver experiences. They will translate complex caregiver, business, and technical requirements into resilient, compliant service architectures that meet KPIs for availability, quality, cost, and caregiver satisfaction. This role will design the future of reliable, scalable, caregiver and patient focused AI services.













Our best-in-class benefits are uniquely designed to support you and your family in staying well, growing professionally, and achieving financial security. We take care of you, so you can focus on delivering our Mission of caring for everyone, especially the most vulnerable in our communities.



At Providence, our strength lies in Our Promise of ""Know me, care for me, ease my way."" Working at our family of organizations means that regardless of your role, we'll walk alongside you in your career, supporting you so you can support others. We provide best-in-class benefits and we foster an inclusive workplace where diversity is valued, and everyone is essential, heard and respected. Together, our 120,000 caregivers (all employees) serve in over 50 hospitals, over 1,000 clinics and a full range of health and social services across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. As a comprehensive health care organization, we are serving more people, advancing best practices and continuing our more than 100-year tradition of serving the poor and vulnerable.

Posted are the minimum and the maximum wage rates on the wage range for this position. The successful candidate's placement on the wage range for this position will be determined based upon relevant job experience and other applicable factors. These amounts are the base pay range; additional compensation may be available for this role, such as shift differentials, standby/on-call, overtime, premiums, extra shift incentives, or bonus opportunities.

Providence offers a comprehensive benefits package including a retirement 401(k) Savings Plan with employer matching, health care benefits (medical, dental, vision), life insurance, disability insurance, time off benefits (paid parental leave, vacations, holidays, health issues), voluntary benefits, well-being resources and much more. Learn more at providence.jobs/benefits.

Applicants in the Unincorporated County of Los Angeles: Qualified applications with arrest or conviction records will be considered for employment in accordance with the Unincorporated Los Angeles County Fair Chance Ordinance for Employers and the California Fair Chance Act.



Providence Shared Services is a service line within Providence that provides a variety of functional and system support services for our family of organizations across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.

Providence is proud to be an Equal Opportunity Employer. We are committed to the principle that every workforce member has the right to work in surroundings that are free from all forms of unlawful discrimination and harassment on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law. We believe diversity makes us stronger, so we are dedicated to shaping an inclusive workforce, learning from each other, and creating equal opportunities for advancement.",https://www.dice.com/job-detail/e5a68c01-58f8-4099-8eee-9c62eb52d041
Field Engineer (Clearance Required),"Akima, LLC",,"El Paso, TX",Full Time,,,,,,,,,On Site,"The candidate will function as a CONUS-Augmentation Field Engineer with the Terminal High Altitude Area Defense (THAAD) Missile Defense System. As support personnel, you will be ready to deploy to the Kingdom of Saudi Arabia (KSA) in support of any surge operations or extended absences of any permanent Contractor Logistic Support (CLS) personnel. You will be capable of temporarily fulfilling any CLS position when needed. When not deployed to KSA, you will remain CONUS supporting other KSA tasks, which includes the support in the training of KSA CLS personnel in preparation for their deployment. Additionally, you will support as follows until deployed: System Integration and Check Out (SICO), out of White Sands Missile Range (WSMR), New Mexico, and support the KSA Logistics Operations Center (KLOC), out of Huntsville, Alabama. You will assist the customer in the operation and maintenance of the THAAD Fire Control & Communication (TFCC) Systems and THAAD Launching Station in accordance with established Interactive Electronic Technical Manuals (IETMs), Technical Manuals (TMs), policies, procedures, and processes. The candidate will be a member of a support team and will perform all duties under direct supervision and cross-train to gain proficiency working with other elements of the THAAD system.












2026-21019


On-Site




Akima Logistics Services (ALS), an Akima company, is not just another federal logistics contractor. As an Alaska Native Corporation (ANC), our mission and purpose extend beyond our exciting federal projects as we support our shareholder communities in Alaska.

At ALS, the work you do every day makes a difference in the lives of our 15,000 Iupiat shareholders, a group of Alaska natives from one of the most remote and harshest environments in the United States.

ALS provides support and employment opportunities and contributes to the survival of a culture that has thrived above the Arctic Circle for more than 10,000 years.

ALS delivers aviation logistics and supply chain services to the Department of Defense and federal civilian government.

you will be surrounded by a challenging, yet supportive work environment that is committed to innovation and diversity, two of our most important values. You will also have access to our comprehensive benefits and competitive pay in addition to growth opportunities and excellent retirement options.",https://www.dice.com/job-detail/ef149db9-7ee2-4df2-b396-17b26b850623
"Principal Cloud Solution Architect, Dev Squad",Microsoft,,No location provided,Full Time,,,,,,,,"USD 130,900.00 - 251,900.00 per year",,"Overview

Microsoft's mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

The Principal Cloud Solution Architect is part of the Dev Squad organization working with Latin America Area HQ team of software engineers that jointly develops strategic projects with customers in the region. The co-development happens in the customer environment and targets a business problem prioritized with LATAM country leaders and customer executives. It aims to materialize innovative scenarios for the customers and contribute to their digital transformation. The team leverages Microsoft Cloud platform and works with patterns such as Cloud Native, microservices applications, data pipelines, Open AI integration and related workloads for Frontier solutions.

The LATAM Dev Squad Organization is distributed across all the continent, its diverse with multicultural experienced professionals, and you will be working with teammates in the USA and LATAM. The position is fully remote as you will be working with customers across multiple countries in Mexico, Caribbean, Central America and South America. We are looking at both seasonal engineering roles or customer-facing roles in consulting with proven experience and active technical, design and coding experience.







This position is not eligible for have authorization to work in the United States that does not now or in the future require employer sponsorship.

Cloud Solution Architecture IC5 - The typical base pay range for this role across the U.S. is USD $130,900 - $251,900 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $165,600 - $272,300 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:


This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about",https://www.dice.com/job-detail/5be0590e-bf73-4aaa-b226-d64a43fca350
"National Sales Director, West -(B2B2C/Voluntary Benefits Industry)-",Allstate Insurance Company,,"Scottsdale, Arizona",Full Time,,,,,,,,"USD 95,000.00 - 105,000.00 per year",On Site,"Allstate Identity Protection is a part of The Allstate Corporation, which means we have the same innovative drive that keeps us a step ahead of our customers' evolving needs. We combine our advanced investigative systems with our expertise in working with businesses to ensure our customers remain protected from any online threat.

Job Description

We are Allstate Identity Protection (formerly, InfoArmor), a wholly owned subsidiary of Allstate since 2019. We are committed to making digital life easier, safer, and more rewarding by offering innovative protection against digital fraud, so members can live confidently online.

3000+ employers' partner with AIP to provide their employees (via voluntary benefits) a safe and secure digital life





AIP is expanding its West Territory and seeking motivated, experienced sales professionals with experience in employee benefits selling to manage the end-to-end sales for our Identity Theft Protection services, offered as a voluntary benefit through brokers.





AIP2024


Analytical Thinking, Market Trends, Relationship Building, Sales Objectives, Strategic Collaborations


Compensation offered for this role is 81,200.00 - 111,650.00 annually and is based on experience and qualifications.



Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the ""EEO Know Your Rights"" poster click ""here"". This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs.

To view the FMLA poster, click ""here"". This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company's policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee's ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.

We are Allstate Identity Protection (formerly, InfoArmor), a wholly owned subsidiary of The Allstate Corporation. We go beyond the typical identity theft protection! Our Allstate Digital Footprint , identity theft and credit monitoring services, fraud remediation and restoration services help our subscribers safeguard their personal information, data they share online, and the relationships they treasure.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen

Except for our Customer Care roles which necessitates onsite work, most other roles are remote. AIP is a remote-first company; however, our roles are open to in-office or flex work if you live in a city with a physical office location

We primarily collaborate with our colleagues through virtual meetings and office collaboration tools. Employees will have to operate a laptop computer (PC or Mac available), computer software platforms, and other office productivity machinery, as necessary. Employees must be able to remain stationary for extended periods and must be able to observe and interpret written and/or verbal communication.

AIP provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.

We are committed to the full inclusion of all qualified individuals. As part of this commitment, AIP will provide reasonable accommodations to all qualified individuals with disabilities to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment. Please let us know if you need a reasonable accommodation.

AIP uses the E-Verify employment verification program.",https://www.dice.com/job-detail/79219bdf-f4b9-4368-9a90-ee3ad1d6124a
Industrial Engineering Co-op (Fall 2026),FedEx Office,,Pennsylvania,Full Time,,,,,,,,USD 25.00 - 30.00 per hour,On Site,"As a FedEx Co-Op, you will be working on projects gaining you valuable, real-world experience in a professional environment as it relates to your field of study.

This co-op rotation is the first out of 2-3 additional rotations working 40 hours/week with the anticipated start date of August 24th. Resume should include information: email address, telephone number, name of college/university, degree, major, GPA, date of intended graduation (month & year).

Immigration sponsorship is not available for intern positions. Sponsorship may be available for full-time, exempt positions, depending on the specific role and federal regulations. Note, sponsorship is never guaranteed under any circumstances.

Essential Functions



Currently enrolled student or recent college graduate (within 6 months of graduation) at a college/university obtaining a 3.0 GPA or higher. Preferred Degree: Currently enrolled in a Bachelor's or Master's Degree in Engineering, Mathematics, Statistics, Computer Science, Information Systems or other related quantitative discipline.



Ability to work productively and proactively, both independently and as a part of a team.

Working knowledge of Microsoft Word, Excel, Outlook and PowerPoint.

Demonstrates interpersonal communication skills.

Time management, organizational and multi-tasking skills necessary to work in a fast-paced environment, handling various tasks and changing priorities, while maintaining a high attention to detail and accuracy to achieve daily assignments and goals.

Verbal and written communication skills necessary to communicate with across business units and to all levels of management.

Ability to analyze, review, and make recommendations.

Industrial Engineering, Business, or Supply Chain Management majors preferred. Other preferred skills: Process documentation improvement & streamlining, data analysis & PowerBI skills, project management & communication, change management

Salary is $25/hour for undergraduates and $30/hour for graduates. A $2,000 stipend is available for those relocating over 50 miles for an on-site or hybrid internship or co-op experience.



This Co-op position will be hybrid in the Pittsburgh/Moon Township, PA office.

Federal Express Corporation is an Equal Opportunity Employer including, Vets/Disability.

Reasonable accommodations are available for qualified individuals with disabilities throughout the application process. Applicants who require reasonable accommodations in the application or hiring process should contact

Applicants have rights under Federal Employment Laws:

E-Verify Program Participant: Federal Express Corporation participates in the Department of Homeland Security U.S. Citizenship and Immigration Services' E-Verify program (For U.S. applicants and employees only). Please click below to learn more about the E-Verify program:",https://www.dice.com/job-detail/24be6687-6103-470d-955f-5348e0d3f8c1
787 Deputy Fleet Chief - Lead Engineer,Boeing Company,,"Seal Beach, CA",Full Time,,,,,,,,"USD 146,200.00 - 197,800.00 per year",On Site,"787 Deputy Fleet Chief - Lead Engineer

Company:
The Boeing Company

The Boeing Commercial Airplanes organization is currently seeking a 787 Deputy Fleet Chief - Lead Engineer in Customer Support in Seal Beach, California.

The Deputy Fleet Chief will support the Fleet Chief working in a matrix management organization to ensure safe and economic operation of the fleet; ensure that fleet-related (Airline) concerns are properly addressed; coordinate with management and others (inside and outside of the organization) regarding issues and concerns; represent and advocate for the airlines/customers at internal meetings; approve safety and major economic issues; approve plans and schedules and monitor timely resolution of in-service issues.

This position is responsible for overseeing support activities for an assigned group of 787 commercial customers. Duties include hosting fleet team calls, meetings and overseeing implementation of activities to resolve fleet issues. As a part of the Customer Support Team, you will be expected to provide a superior customer experience, 24 hours a day, 7 days a week and 365 days a year.










Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria are met as outlined in our policies.

At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Pay is based upon candidate experience and qualifications, as well as market and business considerations.

Summary Pay Range (Level 4): $146,200 - $197,800
Summary Pay Range (Level 5): $176,800 - $239,200


Not Applicable


Bachelor's Degree or Equivalent


This position offers relocation based on candidate eligibility.


If the successful candidate is not a ""U.S. Person"" (as defined by 22 C.F.R. 120.62 ""U.S. Person"" includes U.S. citizens and U.S. nationals, lawful permanent residents, refugees, or asylees) and the position requires access to export-controlled data, an appropriate export authorization by the U.S. Government may be required prior to such access. Employment, and the continuity of employment of non-U.S. persons, is contingent upon the company's ability to secure and maintain the necessary export control authorization.


This is not a Safety Sensitive Position.


This position does not require a Security Clearance.


Employer will not sponsor applicants for employment visa status.


This position is not contingent upon program award


Shift 1 (United States of America)

- Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

EEO is the law

Boeing EEO Policy

Request an Accommodation

Applicant Privacy",https://www.dice.com/job-detail/38cbb2be-7ed4-4d8b-9a82-5c0f8ec72092
UX Researcher II - Financial Products: Uber Eats & Rides,Uber,,"San Francisco, CA",Full Time,,,,,,,,"USD 152,000.00 - 169,000.00 per year",On Site,"About the Role

At Uber, we're reimagining the future of financial services for a global, diverse user base. We're looking for a UX Researcher to join our Financial Products team in our San Francisco Headquarters.

In this role, you will help shape the product vision of our Financial Products charter. You will do this by uncovering unique, user-centered opportunities that help bring value to a wide range of our global Uber user base, with a focus on our Riders and Eaters.

You'll collaborate with passionate engineers, PMs, UX designers and content designers from around the world. It's a fast-paced, supportive environment where your work will scale globally and make a real impact for millions of people.

If you're excited to build meaningfully, thrive in a collaborative global environment, and want to help shape what's next in financial empowerment, we'd love to hear from you.



- Work with our Product and Design teams to creatively identify and explore new opportunities to help define product roadmaps, vision, and strategy
- Design and conduct foundational, formative, and evaluative qualitative and quantitative user research
- Collaborate with a global, diverse group of cross-functional product, design, engineer, and product marketing partners to achieve alignment and impact
- Synthesize and communicate research findings to drive understanding, user empathy and action across the organization
- Effectively manage 1-2 concurrent research projects in a fast-paced environment, seamlessly adapting to evolving priorities and context while delivering high-quality action-oriented insights
- Demonstrate agility and thrive in ambiguity, successfully navigating diverse tasks and responsibilities across various initiatives within the Financial Products charter
- Share user research findings with cross-functional partners and leadership to inform decision-making
- Use both qualitative methods (like interviews and usability testing) and quantitative methods (such as surveys and behavioral data analysis) to uncover user needs



- 3+ years of professional experience conducting user research
- Master's or Ph.D. Human-Computer Interaction, Psychology, Statistics, Computer Science or a related field; or BA/BS and equivalent industry experience in a product-centric environment



- Previous experience conducting research in the financial products space
- Previous experience conducting international research and working on products with global impact
- An understanding of research methods strengths and weaknesses and experience planning and conducting mid-to-large scale research projects across various product phases
- Experience with mixed methods - both qualitative and quantitative - with a focus on more strategic research
- Strong written and verbal communication skills
- Strong presentation and storytelling skills
- Experience in driving efficiency and innovation by integrating AI into research processes
- Able to execute research in Spanish, Portuguese and/or Japanese

For San Francisco, CA-based roles: The base salary range for this role is USD$152,000 per year - USD$169,000 per year.

You will be eligible to participate in Uber's bonus program, and may be offered an equity award & other types of comp. You will also be eligible for various benefits. More details can be found at the following link [](;br>
Uber's mission is to reimagine the way the world moves for the better. Here, bold ideas create real-world impact, challenges drive growth, and speed fuels progress. What moves us, moves the world - let's move it forward, together.

Uber is proud to be an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know by completing [this form](;br>
Offices continue to be central to collaboration and Uber's cultural identity. Unless formally approved to work fully remotely, Uber expects employees to spend at least half of their work time in their assigned office. For certain roles, such as those based at green-light hubs, employees are expected to be in-office for 100% of their time. Please speak with your recruiter to better understand in-office expectations for this role.",https://www.dice.com/job-detail/6ffa3628-4b2a-4f88-9363-7005dd1e211c
Mid-Level Liaison Engineer - 2nd Shift,Boeing Company,,Florida,Full Time,,,,,,,,"USD 103,700.00 - 140,300.00 per year",,"Mid-Level Liaison Engineer - 2nd Shift

Company:
The Boeing Company

Boeing Defense, Space & Security (BDS) seeks a Liaison Engineer (level 3) to join the Space Launch System program at the Florida Space Station Process Facility and Vertical Assembly Building, which are facilities owned by NASA at Kennedy Space Center, FL.

Boeing works at these sites to build the largest rocket in history in the world. The project will eventually take the world to Mars.

For over six decades, Boeing has been at the forefront of human spaceflight, from the Apollo missions to the International Space Station and now the Space Launch System. When you join our team, you'll be part of a legacy of innovation while helping write the next chapter in space exploration history









Education/experience typically acquired through advanced technical education from an accredited course of study in engineering, computer science, mathematics, physics or chemistry (e.g. Bachelor) and typically 5 or more years' related work experience or an equivalent combination of technical education and experience (e.g. PhD, Master+3 years' related work experience). In the USA, ABET accreditation is the preferred, although not required, accreditation standard.



This position requires the ability to obtain access to a National Aeronautics and Space Administration (NASA) facility.



Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.



This position is for second shift. Shift differential applies.

At Boeing, we strive to deliver a Total Rewards package that will attract, engage, and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and several programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Pay is based upon candidate experience and qualifications, as well as market and business considerations.

Summary pay range: $103,700 - $140,300


Not Applicable


Bachelor's Degree or Equivalent


This position offers relocation based on candidate eligibility.


This position must meet U.S. export control compliance requirements. To meet U.S. export control compliance requirements, a ""U.S. Person"" as defined by 22 C.F.R. 120.62 is required. ""U.S. Person"" includes U.S. Citizen, U.S. National, lawful permanent resident, refugee, or asylee.


This is a NASA safety-sensitive position and is subject to random drug and alcohol testing.


This position does not require a Security Clearance.


Employer will not sponsor applicants for employment visa status.


This position is not contingent upon program award


Shift 2 (United States of America)

- Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

EEO is the law

Boeing EEO Policy

Request an Accommodation

Applicant Privacy",https://www.dice.com/job-detail/286e1fe7-5340-4777-b2ec-17c38251d3b1
2026 Specialty Program - MECOP - Engineering Internship Program,Boeing Company,,"Everett, WA",Full Time,,,,,,,,"USD 50,000.00 - 62,000.00 per year",On Site,"2026 Specialty Program - MECOP - Engineering Internship Program

Company:

Boeing has shaped the course of human history through aerospace innovations. Today, because of our amazing people and powerful technologies, our products connect the globe, protect freedom, and advance scientific discovery around the world. From the depths of the ocean, to Mars and beyond, we're inspiring the next century of explorers - we invite you to join us on the journey ahead!

As an intern at Boeing, you'll gain hands-on experience, learn from experts, and collaborate with teams that do truly amazing things.

Over the course of our 6-month internship experience you will have the opportunity to:

Join us as we build the future in Engineering! Interns will have the chance to support engineering projects in commercial aircraft or technology development. Internship opportunities are available in but not limited to: aerospace/flight, computer science, manufacturing, mechanical/structural, electrical, environmental, software, product security, systems, industrial, material and test engineering.

These positions are expected to be 100% onsite. The selected candidate may be required to work onsite at one of the listed location options.







These positions offer relocation based on candidate eligibility.



These positions are for 1st shift



These positions are in multiple U.S. locations and may or may not be covered by a collective bargaining agreement. In locations where SPEEA representation applies, this job family will be covered by the terms of the collective bargaining agreement. Applicable and appropriate educational/certifications credentials from an accredited institution and/or equivalent experience is required.



Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Pay is based upon candidate experience and qualifications, as well as market and business considerations.

Summary pay range: $50,000 - $62,000


Not Applicable


Not Applicable


This position offers relocation based on candidate eligibility.






This position does not require a Security Clearance.


Employer will not sponsor applicants for employment visa status.


This position is not contingent upon program award


Shift 1 (United States of America)

- Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

EEO is the law

Boeing EEO Policy

Request an Accommodation

Applicant Privacy",https://www.dice.com/job-detail/7cf7eb48-6f81-4f76-9e8b-6ed4bff5f851
