Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Senior NPI Engineer,Kforce Technology Staffing,,"Phoenix, AZ",Full Time,,,,,,,,"$110,000 - $135,000 annually",On Site,"RESPONSIBILITIES:
Kforce's client, a growing and established Engineering Technology company is seeking a New Product Introduction Engineer (NPI). The company offers a competitive compensation package including base salary, an aggressive annual bonus (20%), 401K matching, PTO and benefits.

Summary:
The NPI Engineer designs manufacturing process flows to introduce new products to internal and external lines, supporting product launches. They recommend or manage designs for test equipment, assembly aids, and rework stations for electro-mechanical products throughout development. As part of NPD Scrum Teams from project inception, the Senior NPI Engineer will evaluate product designs for manufacturability and assembly using DFMA best practices.

Responsibilities:
* Lead efforts in defining the manufacturing process flow and manufacturing process control plans for low to mid-volume electro-mechanical products
* Work with Manufacturing Engineers at Contract Manufacturers, Design Engineers, Quality Engineers, and other team members to define the testing and assembly process for new products
* Collaborate with design and quality engineers to develop non-standard, specialty test equipment as required by product design engineering during development
* Collaborate with external Contract Manufacturers to design assembly fixtures that that will be used to assemble low to mid-volume electro-mechanical products
* Contribute to DFMA and FMEA exercises on new product designs and provide feedback to design engineers; Apply DFMA best practices and knowledge of product design, part fabrication, product assembly, tooling, and materials to evaluate the design
* Work as a liaison between NPD Project Teams and Contract Manufacturers to ensure manufacturing lines and fixtures are ready for pilot runs; Solicit feedback from assembly line operators for assembly design improvements
* Perform mechanical tests on new products that are produced from pilot runs as needed

REQUIREMENTS:
* B.S. in Mechanical Engineering, Manufacturing, Mechatronics, Electrical Engineering, Robotics, or a closely related degree required; Master's degree in related field is a plus but not required
* OSHA 10/30 certification is a plus
* At least 3-5 years of experience in Manufacturing Engineering or NPI role for electro-mechanical products
* Experience laying out manufacturing assembly processes and production lines
* Experience in DFMA principles toward the design of electro-mechanical products
* Proven track record of designing low to mid volume electro-mechanical products and/or test equipment for testing these products
* Experience using common tools such as SolidWorks to perform light mechanical design of assembly aids
* Experience project managing pilot runs of new product development in support of new product introduction
* Experience in creating and editing Work Instructions for Assembly Sites; Familiarity with Dozuki is a plus
* Ability to perform light mechanical/electrical assembly for lab, assembly or test equipment
* Experience performing root cause analysis investigations
* Experience working with Assembly Operators
* Proven track record of collaborating with teams to design and develop products from concept to production
* Clear, concise technical writing skills focused on equipment set-up, equipment use procedures and manufacturing process control plans
* Proficient in status reporting, communicating technical data/results and issues, impacts and corrective actions
* Experience writing, reviewing and coordinating Deviations for Production Lines
* Have current passport and the ability to travel to Mexico once a quarter (typically, 2 or 3 days in Mexico)
* Project Management experience is a plus, but not required
* Experience working in an ISO 9001:2015 environment a plus
* Experience in Waterfall and/or Agile NPD processes is a strong plus

The pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future.

We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave.

Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law.

This job is not eligible for bonuses, incentives or commissions.

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

By clicking ?Apply Today? you agree to receive calls, AI-generated calls, text messages or emails from Kforce and its affiliates, and service providers. Note that if you choose to communicate with Kforce via text messaging the frequency may vary, and message and data rates may apply. Carriers are not liable for delayed or undelivered messages. You will always have the right to cease communicating via text by using key words such as STOP.",https://www.dice.com/job-detail/3218549a-9b9c-4954-88da-16112cbc937d
Senior Echocardiograph Technologist,Providence Health and Services,,"Plainview, Texas",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj02MDIxNjcyOTkmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiJjNDgxZDIwNC01MTFkLTQ5OTAtYmFkZC1hNTkxYjk5NzQ3Y2MiLCJqb2JUaXRsZSI6IlNlbmlvciBFY2hvY2FyZGlvZ3JhcGggVGVjaG5vbG9naXN0Iiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
"Staff, Software Engineer",Wal-Mart Corporation,,"Sunnyvale, CA",Full Time,,,,,,,,"USD 143,000.00 - 286,000.00 per year",On Site,"Position Summary...

What you'll do...
International Recommendations platform is a multi-tenant framework that powers the personalization experiences for Mexico, Canada, and other Walmart International sites. The team drives innovation in Machine Learning to provide personalized results for our customers and drive business KPIs.

As a Staff Software Engineer, you'll spend your days translating requirements into solutions, writing code, collaborating with teams, and providing us with the insights necessary to think beyond the status quo. You'll oversee small project teams consisting of other engineers who will look to you as a trusted advisor, a subject matter expert who provides guidance and the right tools.


Focusing on customer, associate and business needs, this team works with Walmart International, which includes more than 5,200 retail units, operating in 23 countries such as Canada, Central America, Chile, China, India, Mexico and South Africa to name a few.




Imagine working in an environment where one line of code can make life easier for hundreds of millions of people. That's what we do at Walmart Global Tech. We're a team of software engineers, data scientists, cybersecurity expert's and service professionals within the world's leading retailer who make an epic impact and are at the forefront of the next retail disruption. People are why we innovate, and people power our innovations. We are people-led and tech-empowered. We train our team in the skillsets of the future and bring in experts like you to help us grow. We have roles for those chasing their first opportunity as well as those looking for the opportunity that will define their career. Here, you can kickstart a great career in tech, gain new skills and experience for virtually every industry, or leverage your expertise to innovate at scale, impact millions and reimagine the future of retail.


We use a hybrid way of working that is primarily in office coupled with virtual when not onsite. Our campuses serve as a hub to enhance collaboration, bring us together for purpose and deliver on business needs. This approach helps us make quicker decisions, remove location barriers across our global team and be more flexible in our personal lives.


Benefits: Beyond our great compensation package, you can receive incentive awards for your performance. Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.


Walmart, Inc. is an Equal Opportunity Employer - By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing diversity- unique styles, experiences, identities, ideas and opinions - while being inclusive of all people.

The above information has been designed to indicate the general nature and level of work performed in the role. It is not designed to contain or be interpreted as a comprehensive inventory of all responsibilities and qualifications required of employees assigned to this job. The full Job Description can be made available as part of the hiring process.

At Walmart, we offer competitive pay as well as performance-based bonus awards and other great benefits for a happier mind, body, and wallet. Health benefits include medical, vision and dental coverage. Financial benefits include 401(k), stock purchase and company-paid life insurance. Paid time off benefits include PTO (including sick leave), parental leave, family care leave, bereavement, jury duty, and voting. Other benefits include short-term and long-term disability, company discounts, Military Leave Pay, adoption and surrogacy expense reimbursement, and more.

You will also receive PTO and/or PPTO that can be used for vacation, sick leave, holidays, or other purposes. The amount you receive depends on your job classification and length of employment. It will meet or exceed the requirements of paid sick leave laws, where applicable.

For information about PTO, see

Live Better U is a Walmart-paid education benefit program for full-time and part-time associates in Walmart and Sam's Club facilities. Programs range from high school completion to bachelor's degrees, including English Language Learning and short-form certificates. Tuition, books, and fees are completely paid for by Walmart.

Eligibility requirements apply to some benefits and may depend on your job classification and length of employment. Benefits are subject to change and may be subject to a specific plan or program terms.

For information about benefits and eligibility, see One.Walmart.

The annual salary range for this position is $143,000.00 - $286,000.00

Additional compensation includes annual or quarterly performance bonuses.

Additional compensation for certain positions may also include :

- Stock
?

?

?

?



Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 4 years' experience in software engineering or related area.
Option 2: 6 years' experience in software engineering or related area.



Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Master's degree in Computer Science, Computer Engineering, Computer Information Systems, Software Engineering, or related area and 2 years' experience in software engineering or related area, We value candidates with a background in creating inclusive digital experiences, demonstrating knowledge in implementing Web Content Accessibility Guidelines (WCAG) 2.2 AA standards, assistive technologies, and integrating digital accessibility seamlessly. The ideal candidate would have knowledge of accessibility best practices and join us as we continue to create accessible products and services following Walmart's accessibility standards and guidelines for supporting an inclusive culture.



815 Eleventh Ave, Sunnyvale, CA 94089-4731, United States of America

Walmart and its subsidiaries are committed to maintaining a drug-free workplace and has a no tolerance policy regarding the use of illegal drugs and alcohol on the job. This policy applies to all employees and aims to create a safe and productive work environment.",https://www.dice.com/job-detail/fb0f845f-3244-4c25-a8ef-3c8a41064a58
Field Engineer - CIF (Coatings),Bechtel Corporation,,"Brownsville, TX",Full Time,,,,,,,,,On Site,"Requisition ID: 290930
Relocation Authorized: National - Single
Telework Type: Full-Time Office/Project
Work Location: Brownsville, TX

Extraordinary teams building inspiring projects:

Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place.

Differentiated by the quality of our people and our relentless drive to deliver the most successful outcomes, we align our capabilities to our customers' objectives to create a lasting positive impact. We serve the Infrastructure; Nuclear, Security & Environmental; Energy; Mining & Metals, and the Manufacturing and Technology markets. Our services span from initial planning and investment, through start-up and operations. Core to Bechtel is our Vision, Values and Commitments. They are what we believe, what customers can expect, and how we deliver. Learn more about our extraordinary teams building inspiring projects in our Impact Report.



Bechtel is partnering with NextDecade to support their vision to provide the world access to lower carbon intensive energy with their Rio Grande LNG (RGLNG) project in Brownsville, Texas. RGLNG is a natural gas liquefaction and export terminal situated on a 984-acre site on the banks of the Brownsville ship channel. The first phase of the RGLNG project consists of three liquefaction trains, two storage tanks and one marine berth. At full capacity, the five-train facility will have a production capacity of 27 million tonnes per annum (MTPA). Brownsville, Texas is a city known for its diverse history, tradition, and rich culture. Located in the southernmost region in the beautiful state of Texas, lays Brownsville a rich, tropical oasis bordering the Rio Grande River and near the shores of the Gulf of Mexico. Brownsville embraces innovation, looks forward to the future and beyond!



In this role, you will provide project field engineering specialization and expertise with work planning and packaging, material management, quantity verification and validation, safety and quality control, technical inspection and testing knowledge, and subcontract coordination. Your recommendations will ensure field engineering activities operate safely, are complete, and conform to quality standards and project requirements. #LI-BH1



Work Planning & Packaging

Material Management

Quantities

Safety / Quality Control

Technical

System Turnover Coordinator
For Direct Hire:

STR / Subcontract Coordinator









Must be willing to work a flexible schedule as required that may include but not limited to nightshift, or split shift. Work requires the physical ability to conduct field inspections including but not limited to: extensive walking in and around a construction site often in high heat and high humidity conditions, climbing ladders, climbing scaffolding, working on elevated platforms, working on uneven surfaces, and working in small or confined spaces. Some lifting may be required. Must have the ability to walk into and out of the project (enter/egress). Must be able to use appropriate standard issued Personal Protection Equipment (PPE) required for each assigned task (i.e. harness, life vest, lift buckets, etc.).



For decades, Bechtel has worked to inspire the next generation of employees and beyond! Because our teams face some of the world's toughest challenges, we offer robust benefits to ensure our people thrive. Whether it is advancing careers, delivering programs to enhance our culture, or providing time to recharge, Bechtel has the benefits to build a legacy of sustainable growth. Learn more at bechtel.com/total-rewards



As a global company, Bechtel has long been home to a vibrant multitude of nationalities, cultures, ethnicities, and life experiences. This diversity has made us a more trusted partner, more effective problem solvers and innovators, and a more attractive destination for leading talent. We are committed to being a company where every colleague feels that they belong-where colleagues feel part of ""One Team,"" respected and rewarded for what they bring, supported in pursuing their goals, invested in our values and purpose, and treated equitably. Click here to learn more about the people who power our legacy.",https://www.dice.com/job-detail/7820726a-a3d6-4f45-ba99-91349f4b8765
Pipe Testing Field Engineer,Bechtel Corporation,,"Brownsville, TX",Full Time,,,,,,,,,On Site,"Requisition ID: 290927
Relocation Authorized: National - Single
Telework Type: Full-Time Office/Project
Work Location: Brownsville, TX

Extraordinary teams building inspiring projects:

Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place.

Differentiated by the quality of our people and our relentless drive to deliver the most successful outcomes, we align our capabilities to our customers' objectives to create a lasting positive impact. We serve the Infrastructure; Nuclear, Security & Environmental; Energy; Mining & Metals, and the Manufacturing and Technology markets. Our services span from initial planning and investment, through start-up and operations. Core to Bechtel is our Vision, Values and Commitments. They are what we believe, what customers can expect, and how we deliver. Learn more about our extraordinary teams building inspiring projects in our Impact Report.



Bechtel is partnering with NextDecade to support their vision to provide the world access to lower carbon intensive energy with their Rio Grande LNG (RGLNG) project in Brownsville, Texas. RGLNG is a natural gas liquefaction and export terminal situated on a 984-acre site on the banks of the Brownsville ship channel. The first phase of the RGLNG project consists of three liquefaction trains, two storage tanks and one marine berth. At full capacity, the five-train facility will have a production capacity of 27 million tonnes per annum (MTPA). Brownsville, Texas is a city known for its diverse history, tradition, and rich culture. Located in the southernmost region in the beautiful state of Texas, lays Brownsville a rich, tropical oasis bordering the Rio Grande River and near the shores of the Gulf of Mexico. Brownsville embraces innovation, looks forward to the future and beyond!



In this role, you will provide project field engineering specialization and expertise with work planning and packaging, material management, quantity verification and validation, safety and quality control, technical inspection and testing knowledge, and subcontract coordination. Your recommendations will ensure field engineering activities operate safely, are complete, and conform to quality standards and project requirements. #LI-BH1



Work Planning & Packaging

Material Management

Quantities

Safety / Quality Control

Technical

System Turnover Coordinator

For Direct Hire:

STR / Subcontract Coordinator









Must be willing to work a flexible schedule as required that may include but not limited to nightshift, or split shift. Work requires the physical ability to conduct field inspections including but not limited to: extensive walking in and around a construction site often in high heat and high humidity conditions, climbing ladders, climbing scaffolding, working on elevated platforms, working on uneven surfaces, and working in small or confined spaces. Some lifting may be required. Must have the ability to walk into and out of the project (enter/egress). Must be able to use appropriate standard issued Personal Protection Equipment (PPE) required for each assigned task (i.e. harness, life vest, lift buckets, etc.).



For decades, Bechtel has worked to inspire the next generation of employees and beyond! Because our teams face some of the world's toughest challenges, we offer robust benefits to ensure our people thrive. Whether it is advancing careers, delivering programs to enhance our culture, or providing time to recharge, Bechtel has the benefits to build a legacy of sustainable growth. Learn more at Bechtel Total Rewards



As a global company, Bechtel has long been home to a vibrant multitude of nationalities, cultures, ethnicities, and life experiences. This diversity has made us a more trusted partner, more effective problem solvers and innovators, and a more attractive destination for leading talent. We are committed to being a company where every colleague feels that they belong-where colleagues feel part of ""One Team,"" respected and rewarded for what they bring, supported in pursuing their goals, invested in our values and purpose, and treated equitably. Click here to learn more about the people who power our legacy.",https://www.dice.com/job-detail/1273040b-63fd-4cbb-be24-e34e17c4e38a
ECCO Call Analyst (SCA),GovCIO,,"Irvine, CA",Full Time,,,,,,,,USD 20.30 - 20.30 per hour,On Site,"Overview GovCIO is currently hiring for an ECCO Call Analyst to support the operations of the ECCO. The ECCO Analyst will, with their knowledge of the immigration lifecycle, respond to live questions and record in real time, inquiries from individuals in custody; their attorneys, advocates, family, and friends; individuals in immigration proceedings, and other immigration stakeholders in resolving complaints and concerns in accordance with agency policies, procedures, and standards, particularly those related to conditions in detention and other custody related topics using established protocols. This position will be located in Irvine, CA. and will be an onsite position. Responsibilities
Duties to include but not limited to the following:
Answer incoming calls in a timely manner from detention facilities and other stakeholders
Apply critical thinking and immigration lifecycle knowledge to answer questions and provide a high level of service and accurate support
Associate's with 2 years of relevant experience (or commensurate experience)

:
GovCIO is a team of transformers--people who are passionate about transforming government IT. Every day, we make a positive impact by delivering innovative IT services and solutions that improve how government agencies operate and serve our citizens. But we can't do it alone. We need great people to help us do great things - for our customers, our culture, and our ability to attract other great people. We are changing the face of government IT and building a workforce that fuels this mission. Are you ready to be a transformer? If you are selected to move forward through the process, here's what you can expect:
At GovCIO, we consistently hear that meaningful work and a collaborative team environment are two of the top reasons our employees enjoy working here. In addition, our employees have access to a range of perks and benefits to support their personal and professional well-being, beyond the standard company offered health benefits, including:

*Available to full-time employees Our employees' unique talents and contributions are the driving force behind our success in supporting our customers, which ultimately fuels the success of our company. Join us and be a part of a culture that invests in its people and prioritizes continuous enhancement of the employee experience. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, disability, or status as a protected veteran. EOE, including disability/vets. The posted pay range, if referenced, reflects the range expected for this position at the commencement of employment, however, base pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, education, experience, and internal equity. The total compensation package for this position may also include other compensation elements, to be discussed during the hiring process. If hired, employee will be in an ""at-will position"" and the GovCIO reserves the right to modify base salary (as well as any other discretionary payment or compensation program) at any time, including for reasons related to individual performance, GovCIO or individual department/team performance, and market factors. USD $20.30 - USD $20.30 /Hr.",https://www.dice.com/job-detail/c7796b27-138a-4ffd-9721-35680c6c94ec
Call Analyst (SCA),GovCIO,,"Irvine, CA",Full Time,,,,,,,,USD 25.00 - 28.00 per hour,On Site,"Overview GovCIO is currently hiring for a Call Analyst to support the operations of the ECCO. The Call Analyst will, with their knowledge of the immigration lifecycle, respond to live questions and record in real time, inquiries from individuals in custody; their attorneys, advocates, family, and friends; individuals in immigration proceedings, and other immigration stakeholders in resolving complaints and concerns in accordance with agency policies, procedures, and standards, particularly those related to conditions in detention and other custody related topics using established protocols. This position will also require the Call Analyst to have specialized skills working with victims of immigration related crimes. This position will be located in Irvine, CA. and will be an onsite position. Responsibilities
Duties to include but not limited to the following:
Using a victim-centered approach to acknowledge and support immigration crime victims and their families
Promoting awareness of services available to immigration crime victims
Associate's with 2 years of relevant experience (or commensurate experience)

:
GovCIO is a team of transformers--people who are passionate about transforming government IT. Every day, we make a positive impact by delivering innovative IT services and solutions that improve how government agencies operate and serve our citizens. But we can't do it alone. We need great people to help us do great things - for our customers, our culture, and our ability to attract other great people. We are changing the face of government IT and building a workforce that fuels this mission. Are you ready to be a transformer? If you are selected to move forward through the process, here's what you can expect:
At GovCIO, we consistently hear that meaningful work and a collaborative team environment are two of the top reasons our employees enjoy working here. In addition, our employees have access to a range of perks and benefits to support their personal and professional well-being, beyond the standard company offered health benefits, including:

*Available to full-time employees Our employees' unique talents and contributions are the driving force behind our success in supporting our customers, which ultimately fuels the success of our company. Join us and be a part of a culture that invests in its people and prioritizes continuous enhancement of the employee experience. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, disability, or status as a protected veteran. EOE, including disability/vets. The posted pay range, if referenced, reflects the range expected for this position at the commencement of employment, however, base pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, education, experience, and internal equity. The total compensation package for this position may also include other compensation elements, to be discussed during the hiring process. If hired, employee will be in an ""at-will position"" and the GovCIO reserves the right to modify base salary (as well as any other discretionary payment or compensation program) at any time, including for reasons related to individual performance, GovCIO or individual department/team performance, and market factors. USD $25.00 - USD $28.00 /Hr.",https://www.dice.com/job-detail/425591e9-0714-4c57-9d4c-535aee3d99ee
Senior Engineering Integration Lead (Level 4 and Level 5),Boeing Company,,"San Antonio, TX",Full Time,,,,,,,,"USD 122,400.00 - 165,600.00 per year",On Site,"Senior Engineering Integration Lead (Level 4 and Level 5)

Company:
The Boeing Company

The Boeing Company has an exciting opportunity for a Senior Engineering Integration Lead (Level 4 and Level 5) to join the Boeing Defense, Space & Security (BDS) organization supporting the Executive Fleet Team in San Antonio, TX.

BDS is a global leader in the development, production, maintenance and enhancement of fixed-wing and rotary wing aircraft, commercial and government satellites, human spaceflight programs and weapons. Key markets include aeronautics, space and weapons. Core capabilities are in development, production and mission enabling upgrades of integrated solutions. BDS delivers the most digitally advanced, simply and efficiently produced and intelligently supported solutions to its customers.














This position does not offer relocation.



Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies



This is a 1st position. Occasional 2nd shift support will be required

At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Please note that the salary information shown below is a general guideline only. Salaries are based upon candidate experience and qualifications, as well as market and business considerations.

Summary Pay Range: Level 4 $122,400 - 165,600

Summary Pay Range: Level 5 $149,600 - 202,400


Not Applicable


Not Applicable


This position offers relocation based on candidate eligibility.


This is not an Export Control position.


This is not a Safety Sensitive Position.


This position requires the ability to obtain a U.S. Security Clearance for which the U.S. Government requires U.S. Citizenship. An interim and/or final U.S. Secret Clearance Post-Start is required.


Employer will not sponsor applicants for employment visa status.


This position is not contingent upon program award


Shift 1 (United States of America)

- Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

EEO is the law

Boeing EEO Policy

Request an Accommodation

Applicant Privacy",https://www.dice.com/job-detail/47119f4b-f42e-4194-9a91-03692171795c
Lead Strategic Deterrent Systems Software Engineer-Aerospace Vehicle Equipment,Boeing Company,,"Layton, UT",Full Time,,,,,,,,"USD 178,500.00 - 241,500.00 per year",On Site,"Lead Strategic Deterrent Systems Software Engineer-Aerospace Vehicle Equipment

Company:
The Boeing Company

The Boeing Company is currently seeking a Lead Strategic Deterrent Systems Software Engineer-Aerospace Vehicle Equipment (AVE) to support our SDS Software Engineering team located in Layton, Utah. This position will focus on supporting the Boeing Defense, Space & Security (BDS) Software Engineering organization.

The ICBM (Intercontinental Ballistic Missiles) Operational Software Sustainment Program software team supports sustainment efforts for software end items for the ICBM Minuteman III mission. The Lead software engineer will be responsible for overseeing the implementation of Operational Software Change Requests on all AVE software products.

The selected individual will also oversee the development and sustainment of the suite of software test tools and simulators required to develop and qualify the deliverable AVE software. This role requires a strong technical understanding of the software system as well as an ability to serve in a customer facing role as the technical point of contact for the customer for AVE software and represent Boeing software at IOSSP meetings with other contractors and the Air Force customer.











Boeing is a Drug Free Workplace (DFW) where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

10%



To be considered for this position you will be required to complete a technical assessment as part of the selection process. Failure to complete the assessment will remove you from consideration.



At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Pay is based upon candidate experience and qualifications, as well as market and business considerations.

Summary pay range/Lead: $178,500 - $241,500


Not Applicable


Not Applicable


Relocation assistance is not a negotiable benefit for this position.


This position must meet U.S. export control compliance requirements. To meet U.S. export control compliance requirements, a ""U.S. Person"" as defined by 22 C.F.R. 120.62 is required. ""U.S. Person"" includes U.S. Citizen, U.S. National, lawful permanent resident, refugee, or asylee.


This is not a Safety Sensitive Position.


This position requires the ability to obtain a U.S. Security Clearance for which the U.S. Government requires U.S. Citizenship. An interim and/or final U.S. Secret Clearance Post-Start is required.


Employer will not sponsor applicants for employment visa status.


This position is not contingent upon program award


Shift 1 (United States of America)

- Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

EEO is the law

Boeing EEO Policy

Request an Accommodation

Applicant Privacy",https://www.dice.com/job-detail/77352658-7769-420e-8787-0ff5cdd93754
Content Strategist / UX Writer,Elegant Enterprise Wide Solutions,,"Saint Paul, MN",Full Time,Contract - W2,Contract - to extend),,,,,Accepts corp to corp applications,,On Site,"About this Position:
Job Title: Content Strategist/UX Writer
Responsibilities:

Write clear, user-friendly content for the products, including microcontent for UI language, email and notification template messages, etc.
Support development of user personas and user journey maps for new provider types and county agency users
Collaborate with State Content Strategists and UX Writers to ensure consistency with existing content standards.
Partner with UX, design, and product teams to align messaging
Ensure all content and writing use plain language and are accessible to diverse user groups.
Support content and writing for multi-language requirements (Spanish, Somali, Hmong considerations).",https://www.dice.com/job-detail/170c4bb8-8640-48b8-aa5b-0e3617a0a889
