Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Principle MLOps Engineer - LATAM/Canada/Mexico Based role,Acnovate Business Solutions Inc.,Om Prakash,Remote,Contract - W2,Contract - Independent,,,,,Contract - 12 Month(s),Accepts corp to corp applications,Depends on Experience,Remote,"Job Description: Principal MLOps Engineer
LATAM/Canada/Mexico Based role -Remote
Job Summary
We are seeking a highly experienced Principal MLOps Engineer with 5–10 years of industry experience to lead the design, deployment, and optimization of machine learning infrastructure. This role requires deep expertise in Kubernetes (K8s), cloud-native technologies, and scalable ML systems. The ideal candidate will drive best practices in MLOps and collaborate with cross-functional teams to deliver robust AI solutions.
Key Responsibilities
• Architect and maintain scalable MLOps pipelines for model training, deployment, and monitoring.
• Lead the implementation of containerized ML workloads using Kubernetes.
• Collaborate with data scientists and engineers to productionize ML models.
• Automate model lifecycle management including versioning, rollback, and performance tracking.
• Ensure high availability, security, and compliance of ML systems.
• Develop infrastructure as code using tools like Terraform or Helm.
• Establish and enforce best practices for model governance and reproducibility.",https://www.dice.com/job-detail/1b36606a-6f8f-4778-9760-e4b5f340953c
PHYSICAL SECURITY SYSTEMS ENGINEER,Ztek Consulting,Johnson Jose,"Albuquerque, NM",Contract - Independent,Contract - W2,Contract - 1 Year(s),,,,,Accepts corp to corp applications,Depends on Experience,On Site,"Role :- PHYSICAL SECURITY SYSTEMS ENGINEER
Max Supplier Pay Rate: $70
Location: Onsite. Albuquerque, New Mexico

JD:
Experience with physical security systems such as CCTV, Access control etc.
Architect and design physical security systems (access control, video surveillance, intrusion detection)
Define technical requirements and technology selection guidelines for physical security across multiple sites.
Physical Security vendor selection, solution evaluation, and system interoperability planning.
Physical Security technology guidance to stakeholders
Maintain strong stakeholder relationships

Top Skills:
Experience with physical security systems such as CCTV, Access control etc., Architect and design physical security systems (access control, video surveillance, intrusion detection)",https://www.dice.com/job-detail/f5982d24-00e3-4d87-8500-1ed37ac74fe4
Business Associate (Physical Security),Ztek Consulting,Pradeep Poojary,"Albuquerque, NM",Contract - W2,Contract - Independent,,,,,Contract - 12 Month(s),Accepts corp to corp applications,Depends on Experience,On Site,"Job Role :   Business Associate
 Location :   Albuquerque, New Mexico (Onsite)
         Mode of interview : Video Interview
 Years of experience: 6-10+ years of experience",https://www.dice.com/job-detail/9f667220-e9f7-4907-abb3-ee08f6613ecf
Senior Backend Engineer (Python/Django),Nsight,Sudha Palakurty,"Mexico City, CDMX",Contract - Independent,Contract - W2,,,,,Contract - 12 Month(s),,Depends on Experience,On Site,"ROLE SUMMARY
We are looking for an expert Python/Django engineer to lead the development of our Regional Intelligence Cloud. You will be responsible for backend architecture that processes complex manufacturing data and transforms it into automated decisions through AI engines.
KEY RESPONSIBILITIES
Backend Architecture: Design and maintain robust services using Django to support matchmaking and production forecasting engines.
AI Integration: Develop pipelines to process unstructured data (PDFs, images, messages) and standardize them using LLMs.
Operations Automation: Build integration layers with logistics, customs, and e-commerce platform APIs.",https://www.dice.com/job-detail/54c0a55a-8b20-4fb9-8938-ab37036dfefc
Business Analyst Market Risk,Ryantech,,"New York City, NY",Contract - W2,Contract - Independent,Contract - 3 day((s)),,,,,Accepts corp to corp applications,$60,On Site,"Job Title: Business Analyst Market Risk
Location: New York City, NY
Work Model: Hybrid (3 days onsite per week)
Experience Required: 10+ Years Job Description
We are seeking a seasoned Business Analyst Market Risk to support risk technology and analytics initiatives with a strong focus on LATAM inflation products, FX, and market risk frameworks. The ideal candidate will act as a bridge between business, risk, and technology teams, contributing to solution design, data integration, and regulatory risk calculations.
Key Responsibilities
Act as a senior Business Analyst supporting Market Risk initiatives across trading, risk, and technology teams.
Required Skills & Qualifications
Preferred Qualifications",https://www.dice.com/job-detail/25fcc69e-462a-4f97-bb09-5c0d3cd66c9b
Practice Director - Salesforce,Prudent Technologies and Consulting,Rakesh Kandagatla,"Dallas, TX",Full Time,,,,,,,,Depends on Experience,On Site,"Role: Practice Director - Salesforce
Location: Santa Clara, CA /Plano TX
Full Time
The primary measurement of success for this role will be expansion of Salesforce Practice Revenues. The practice's scope includes the full suite of Salesforce cloud offerings - the core Salesforce clouds (Sales Cloud, Service Cloud, Experience Cloud, the industry clouds, etc.) but also MuleSoft, Marketing Cloud, Data Cloud and Net Zero Cloud. We offers both Salesforce consulting services and also has AppExchange applications
Responsibilities include:
Lead efforts to sell new consulting business, working along with Sales teams (from our vertical industry teams). Coordination with Tavant's Delivery Team, who own delivery of sold services engagements during the sales cycle (to ensure alignment as new deals are signed).",https://www.dice.com/job-detail/5f5e30ae-d658-4a3b-a617-d2bcb60903b0
"Manhattan Active WMS Functional Consultant- Memphis, TN- onsite",Yochana IT Solutions,,"Memphis, TN",Contract - W2,Contract - Independent,,,,,,Accepts corp to corp applications,,On Site,"Job Title- Manhattan Active WMS Functional Consultant
Location
Contract 1+ year
Manhattan Associates Active WMS (Warehouse Management System) as a Senior WMS System's Analyst.
Responsible for support of the Logistics Execution function (especially in the areas of Warehousing & Transportation).
Lead all aspects of the implementation, optimization & support of Global Logistics Execution processes & systems.
The initial focus will be on Manhattan Associates Active WMS and Oracle TMS (Transportation Management System) and the scope of logistics will span Inbound logistics (RMs), Replenishment logistics, and Distribution Logistics (DC's to Customers) across the globe.
Partner with Ops leadership & Finance to align the strategies and lead the process transformation to be world-class within and in support of the Logistics Execution function.
Own the Enterprise implementation, Solution architecture, and deployment of Manhattan WMS across DCs.
E2E Solution design in the logistics / Order to Deliver space including distribution, warehousing, transportation, and trade compliance functions.
Lead functional and technical discussions with the all-stake holders including the integration of WMS to other systems like e-Commerce, ERP, TMS, and other 3rd party vendor tools.
Lead projects by completing relevant analyses, simulating process, automation, and/or warehouse management configurations, warehouse controls, or execution changes to increase continuous product flow, improve efficiencies, and lower costs using appropriate IT Solutions.
Provide overall solution Governance to ensure global standardization (of business processed and solutions) for new projects, improvements, and break fixes.


Successful delivery of at least 2 large-size IT systems implementations as a WMS Manhattan Solutions Lead in Distribution and Logistics.
Direct experience delivering a supply chain distribution technology solution using WMS Manhattan, TMS/ERP (e.g., Manhattan, Oracle, SAP, BlueYonder).
Strong WMS SME with knowledge of Intelligent Fulfillment, Warehouse controls, Order Management, Inbound Processing, Outbound Processing, Physical Inventory, RF Transactions, cycle counting, and all other Manhattan integration(s).
Knowledge of TMS tactical planning and optimization, freight procurement, load design, asset-based/fleet-based routing and scheduling, appointment scheduling, multi-leg/multimodal shipping, intermodal and rail, multi-carrier parcel management.",https://www.dice.com/job-detail/2edad389-92b5-4195-bcb6-b405d8a8f443
Senior Business Systems Analyst,STAND 8,,"Universal City, CA",Contract - W2,,,,,,,,$60 - $65 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a Senior Business Systems Analyst with strong experience in financial systems to join our Solutions team. This role will serve as the lead analyst for a dedicated workstream, acting as the primary liaison between engineering teams and business stakeholders. The position is responsible for gathering and translating business and functional requirements into actionable user stories, supporting testing and UAT, and driving delivery across the full SDLC. The ideal candidate has deep financial systems experience, strong analytical skills, and the ability to lead initiatives in a fast-paced environment.",https://www.dice.com/job-detail/78c36048-96c0-4ece-b929-112b5e421a61
AI Solution Architect | Remote,United Software Group,,Remote,Full Time,,,,,,,,,Remote,"Hi Everyone,
Greetings!!
We have an immediate opening for Senior AI Solution Architect | Remote. Please go through the requirement and reply with your updated profile, contact details, and your availability if you would be interested in it.
Job Title: Senior AI Solution Architect
Location: Remote
Duration: Long Term
Job Description:",https://www.dice.com/job-detail/5a88cfbc-4699-46a7-8117-b97f0004e152
Lead Diesel Mechanic,Clean Harbors,,"Eagan, Minnesota",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0xNTE1MV8xNTU3MjEmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiJjN2Y2ZTQyYy0zZmViLTQ2ZjAtOGE0Ni1lZTQ4OTk2ZmM4MzAiLCJqb2JUaXRsZSI6IkxlYWQgRGllc2VsIE1lY2hhbmljIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
