Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Fiber/OTDR Engineer (ONSITE),"NetSource, Inc.",Manita Tamang,"Pittsburgh, PA",Contract - W2,,,,,,Contract - 12 Month(s),,Depends on Experience,On Site,"The position is On-site in Pittsburgh, PA but Metro areas around GA; Pittsburgh or Philadelphia, PA will be considered. Contractor will be traveling through the US, Canada and Mexico. Please note that this is a 12 months contract position.
Must Haves:
3 years of experience in the telecom industry
Experience with testing using OTDR
Fiber network troubleshooting proficiency
Splicing experience is a benefit
Good to Have:",https://www.dice.com/job-detail/f9113efa-d8a5-4c27-ad22-c88c2cc2885a
Sap SD MM IBP GTS Functional Consultant,Sapear Inc,,No location provided,Full Time,Contract - W2,Contract - Independent,,,,,Accepts corp to corp applications,,,"Hi,
Role: Sap SD MM IBP GTS Functional Consultant
Location: Mexico USA

Thank you,
Warm Regards
Anup Gupta
Account Manager
SAP Consulting, IT Staffing & Direct Hire
Email:
Phone: 346 7700 778 Ext:108
Mobile: +91-
Houston, TX
USA

We are hiring:
Employers have access to artificial intelligence language tools (“AI”) that help generate and enhance job descriptions and AI may have been used to create this description. The position description has been reviewed for accuracy and Dice believes it to correctly reflect the job opportunity.",https://www.dice.com/job-detail/7fc2a9c3-6814-4250-9fc7-e4b89fc63269
Azure DevOps Engineer,Dynamic Enterprise Solutions Inc,Prasanna Kumar,"San Diego, CA",Contract - W2,Contract - Independent,,,,,Contract - 12 Month(s),Accepts corp to corp applications,Depends on Experience,On Site,"Role Context
·        What projects will this person support?: Infectious Disease Now (ID Now) service cloud application (IoT platform for connected devices)
·        Why is this role open?: New role to support upcoming release and workload increase
·        When was the last time you hired for this position?: About 6 months ago (remote hire in Mexico)
·        What does success look like in the first 90 days?: Learn application architecture, repository structure, best practices; work with mentor; start contributing to automation and infrastructure tasks",https://www.dice.com/job-detail/9230b671-addd-482a-a7a9-9f72b91f1470
Technical Project Manager - IT PMO,STAND 8,Angelina Gonzalez,"Long Beach, CA",Contract - W2,,,,,,,,$75 - $85 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a Technical Project Manager to lead and coordinate IT initiatives within our Project Management Office. This role manages end-to-end delivery of complex technical projects ensuring scope, schedule, and quality while also providing portfolio oversight, risk management, and stakeholder alignment across IT functions.",https://www.dice.com/job-detail/cad4da74-8cc9-40d1-ad35-9377f85d9397
Mainframe Programmer (COBOL),STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking an experienced Mainframe Programmer (COBOL) to support the development, enhancement, and maintenance of large-scale enterprise mainframe applications. This role works closely with business analysts, QA teams, and system administrators to deliver reliable, secure, and efficient mainframe solutions for critical business operations.

Key Responsibilities",https://www.dice.com/job-detail/9c2bbef6-d995-46cc-8c11-c8a95f48776b
BIM/CAD Techinican,Freese and Nichols Inc,,"Oklahoma City, OK",Full Time,,,,,,,,,On Site,"Freese and Nichols is searching for a BIM/CAD Technician to join our Tulsa, OK office in support of transportation and/or water infrastructure projects. This role will assist in creating and modifying detailed drawings, collaborating with project teams to ensure accuracy and efficiency.

Learn and refer to FNI CAD Standards and follows instruction per direction from PM, Designers and Lead CAD Staff
Prepare engineering and construction drawings
Interpret sketches and markups to incorporate into sheets
Apply revisions from markups and backchecks work
Place and manage files according to CAD Standards and prepares final drawings





At the heart of our culture is our LEADS values (Learn continuously, Engage as family, Act with integrity, Deliver quality, and Serve always). Each year, our employee engagement survey confirms that our leaders and our employees live our values.

We strive to be the firm of choice for clients and employees through innovative approaches, practical results, and outstanding service. For more than 130 years, we have been planning and designing the infrastructure our communities need: developing water supplies, designing roadways and bridges, preparing for natural disasters, and much more.

Besides our comprehensive benefits package (see more at , we offer paid overtime for salaried employees, an annual bonus, and access to company cabins in Red River, New Mexico. We are proud of our flexible work environment which includes a hybrid schedule with up to 40% of remote work, and an alternative work schedule program which provides a day off every other Friday.

Join our team of 1,300+ employees as we grow from Virginia to Colorado. Learn more about working here at ;br>
Freese and Nichols is firmly committed to Equal Employment Opportunity (EEO) and prohibits employment discrimination for employees and applicants based upon race, color, religion, sex, sexual orientation, gender identity, national origin, age, pregnancy, genetic information, disability, status as a protected veteran, or any other protected category under applicable federal, state, and local laws.",https://www.dice.com/job-detail/e00fc4ac-4498-4e92-a57b-dd1b765fa121
Mid-Level .NET Software Engineer,STAND 8,,Remote,Full Time,,,,,,,,$95000.00 - $120000 per annum,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a Mid-Level .NET Software Engineer to join our global Release Engineering team. In this role, you will work in a matrixed, collaborative environment, partnering closely with Delivery and Client Success teams. You'll be responsible for developing, testing, and maintaining client-specific configurations and release packages for our cloud-based profitability solutions.
This is an excellent opportunity for a hands-on engineer with strong .NET expertise, an interest in financial systems, and the ability to work effectively with international banking clients in a fully remote setting.",https://www.dice.com/job-detail/d72ca1d0-ec5d-4811-8204-bef94e3d3e00
Backend Go Engineer,STAND 8,Angelina Gonzalez,"New York, USA, NY",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more; including internationally in Mexico and India.

We are seeking a skilled Software Engineer with 3-5 years of experience to design, develop, and maintain scalable software solutions. The ideal candidate will have experience in cloud technologies, distributed systems, and web-based applications, with a strong focus on delivering high-quality digital media solutions.",https://www.dice.com/job-detail/5bf1ffec-484f-4e0d-a6e1-71c83a479a22
Desktop Support Engineer - Techbar,STAND 8,,"New York, NY",Contract - W2,,,,,,,,$22 - $32 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

The Level II IT Support Technician provides on-site desktop and technical support in a fast-paced work and studio campus environment. This role is responsible for troubleshooting Windows and basic Mac systems, supporting end users with desktop, laptop, and mobile device issues, and delivering high-quality customer service. The technician works independently while managing service requests and ensuring reliable technology operations across multiple locations. Flexibility and professionalism are essential due to dynamic scheduling and campus-wide support needs.",https://www.dice.com/job-detail/89aaaab5-b56c-475b-9b49-020410f14f07
Project Manager - PCI DSS compliance program,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$81 - $91 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to lead and coordinate the implementation of a comprehensive Payment Card Industry (PCI) Compliance Program. This initiative includes approximately 59 interrelated projects spanning multiple bureaus, divisions, and departments that handle credit card transactions.
The Project Manager will ensure all projects align with PCI standards and organizational objectives, drive progress across diverse teams, and maintain compliance with industry regulations and security best practices. This role requires a strong background in project management, risk mitigation, and cross-functional coordination within technology or compliance environments.",https://www.dice.com/job-detail/42c001a8-70f6-490e-8b1a-f2d71330feb5
Project Manager - LAN/WLAN & Fiber Infrastructure,STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$58 - $68 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to oversee LAN, WLAN, and Fiber Infrastructure initiatives. This role focuses on managing large-scale installation, construction, and upgrade projects that enhance the district's network systems, ensuring reliable connectivity and optimal performance across multiple school campuses.
The ideal candidate will bring a strong technical background in network infrastructure combined with exceptional organizational and communication skills to lead cross-functional teams and vendor partners effectively.
Key Responsibilities",https://www.dice.com/job-detail/e88d9717-3fdc-4ecd-9bcd-55ae88cbce7c
Technical Onboarding Specialist,STAND 8,Angelina Gonzalez,"Georgia, USA, GA",Contract - W2,,,,,,,,$65000 - $95000 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a motivated and detail-oriented Implementation Consultant to join our growing Customer Success team. In this role, you'll work directly with some of the world's leading financial institutions, ensuring the successful onboarding and implementation of our cutting-edge SaaS platform.

This is an exciting opportunity to contribute to high-impact projects, collaborate with senior stakeholders, and become a key player in delivering long-term value to our clients.",https://www.dice.com/job-detail/c5dd335d-ca26-447c-b23e-f48aff3dc029
Senior Business Systems Analyst,STAND 8,,"Universal City, CA",Contract - W2,,,,,,,,$60 - $65 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a Senior Business Systems Analyst with strong experience in financial systems to join our Solutions team. This role will serve as the lead analyst for a dedicated workstream, acting as the primary liaison between engineering teams and business stakeholders. The position is responsible for gathering and translating business and functional requirements into actionable user stories, supporting testing and UAT, and driving delivery across the full SDLC. The ideal candidate has deep financial systems experience, strong analytical skills, and the ability to lead initiatives in a fast-paced environment.",https://www.dice.com/job-detail/5553c351-e8ed-4849-b0f5-52f1bb339fb0
QA Engineer - Android,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking a detail-oriented and experienced Quality Assurance Engineer to join our Digital Operations team. You will be responsible for ensuring the quality and reliability of web, mobile, and connected-device streaming applications. Your work will be critical to delivering a seamless user experience across platforms and markets.
This is a hybrid position, working on-site Monday through Thursday and remotely on Fridays
Responsibilities",https://www.dice.com/job-detail/c1ae3d80-d560-4da3-91c1-8dba0a175a5b
Senior Broadcast Network Engineer,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$94 - $104 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking an accomplished Senior Broadcast Network Engineer to support a major transformation of broadcast technology and infrastructure. This role plays a critical part in designing, building, and scaling a next-generation broadcast IP environment from the ground up.
The engineer will initially support the overhaul and deployment of new broadcast systems and, upon conversion to full-time, will help build and lead a growing engineering team as the environment expands.
This opportunity is ideal for a high-level network engineer with strong experience in broadcast environments, large-scale IP networks, and automation.",https://www.dice.com/job-detail/28cb458c-5dc7-4286-9be4-8ceed48a0263
SDET (Video Streaming),STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$65 - $80 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking a Software Development Engineer in Test (SDET) to support our major global media and entertainment client. This team is responsible for delivering high-quality streaming experiences to millions of users across web, mobile, and OTT devices. You will lead the design and development of scalable automation frameworks and validation tools that ensure playback reliability, API stability, and cross-device compatibility across complex media environments.

Our ideal resource combines software engineering expertise with a passion for automation, quality, and media technology. You will architect and implement advanced test frameworks, develop reusable automation libraries, and integrate tests into CI/CD workflows to ensure seamless content delivery. Your work will directly support the ongoing evolution of a global streaming platform by enhancing testing accuracy, coverage, and efficiency across playback and platform components. This is an exciting opportunity to work with next-generation media systems that power some of the most recognized entertainment brands worldwide. The project requires a hybrid schedule of three days per week onsite in Universal City, CA.",https://www.dice.com/job-detail/a710258b-15e6-4cb5-a4b6-58af661ddb3d
Senior Endpoint Operations Technician,STAND 8,,Remote,Contract - W2,,,,,,,,$55 - $65 per hour,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Endpoint Operations Technician to support and operate our Azure Virtual Desktop (AVD) and Microsoft Intune environment, as well as physical endpoints across the organization. This role partners closely with the Desktop Engineering, Security, and Compliance teams to ensure reliable delivery of end-user computing services worldwide. The ideal candidate will provide L3 support, contribute to engineering initiatives, and develop documentation including SOPs and runbooks for both technical teams and end users.
Role Responsibilities
Endpoint & Virtual Desktop Support",https://www.dice.com/job-detail/23d3c4f0-d472-4fc9-a8f0-f9b810fa3cc8
M365 Collaboration Engineer,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$35 - $45 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking a highly experienced M365 & Collaboration Engineer to architect, implement, and support modern collaboration and unified communication solutions across the enterprise. This senior-level role will lead end-to-end design, optimization, troubleshooting, and lifecycle management for Microsoft 365, unified communications, and integration capabilities.
The ideal candidate combines technical depth, architectural vision, strong scripting skills, and the ability to collaborate across engineering, security, and business teams.",https://www.dice.com/job-detail/3aead324-6304-4e9e-83ae-f9f5d11940f5
Sr. Software Engineer (Video Streaming),STAND 8,Rosa Lopez,"Florida, USA, FL",Contract - W2,,,,,,,,$65 - $80 per hour,On Site,"STAND 8 provides end-to-end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our Solutions Technology team is seeking Senior Software Engineers (Video Streaming) to support a critical transition for a global Media & Entertainment client. We are migrating from a legacy, custom-built video processing pipeline to a modern, cloud-based infrastructure using Dolby Hybrik or AWS Elemental. This effort involves re-platforming the existing video encoding and transcoding environment into a scalable, cloud-native solution. We will be stabilizing the existing video platform while our client builds a new solution and we are looking for engineers with deep expertise in custom video pipelines and cloud-based media workflows. We'll stabilize the current infrastructure, support live operations, and capture institutional knowledge from existing team members. This is a mission-critical role focused on ensuring uninterrupted video delivery across VOD, AVOD, and Live workflows during the migration.

You'll work closely with our client's engineers to collaborate across infrastructure, quality, and platform teams to maintain and evolve our encoding and delivery workflows. This is a hands-on, high-impact opportunity for engineers who thrive in complex, distributed environments and are comfortable navigating bespoke systems with limited documentation.

This project can be worked fully remote, working in the Eastern Time zone. We have a direct relationship with our stakeholder and are setting up immediate interviews. If you want to build something awesome, and have the Streaming skills to make an impact we'd love to hear from you!",https://www.dice.com/job-detail/dcb0de1a-f68f-4e2e-bb18-802d4c28227a
Senior End Point User Computing Engineer - Mac,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$56 - $66 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
The Enterprise Endpoint Engineering team is seeking a highly skilled Mac Engineer with deep expertise in MDM platforms (Jamf Pro and Microsoft Intune), strong systems administration capabilities, Apple Business Manager experience, and advanced troubleshooting skills. This engineer will design and implement macOS lifecycle management solutions, enforce security standards, and ensure smooth integration with enterprise systems while optimizing the end-user experience.
Our Mac Engineers play a critical role in closing service gaps, innovating device delivery processes, and automating manual workflows to increase reliability and reduce operational overhead. This role requires a highly analytical, proactive professional capable of diagnosing complex issues and delivering robust solutions.",https://www.dice.com/job-detail/06b67166-7b5e-4b25-b7b6-9272ef6719e8
QA Engineer - JavaScript,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a highly skilled JavaScript-focused QA Engineer with strong SDK testing experience and hands-on expertise in manual and exploratory testing. This role is heavily focused on functional QA, but we are looking for someone who is familiar with automation concepts - or eager to grow in that direction. Experience with Gherkin, Cucumber, and modern testing practices is essential.
The Android team has already progressed significantly into automation, so this position will collaborate closely with them while still performing predominantly manual testing across web, mobile, and OTT platforms. This is an excellent opportunity for someone who is also interested in software development and wants to progress into a more technical QA or automation role over time.",https://www.dice.com/job-detail/e6011039-d475-4e2b-84fe-4bf828feb6b9
Threat Detection Engineer / SIEM Administrator,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$77 - $87 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a highly skilled Threat Detection Engineer / SIEM Administrator to join our Cyber Operations Team. In this role, you will operate and enhance the organization's analytics and detection infrastructure, ensuring strong threat monitoring, alerting, and incident response capabilities.
You will serve as the subject matter expert for SIEM design, deployment, and maintenance-building scalable systems with a high signal-to-noise ratio that empower effective threat detection.
This position requires deep technical expertise in SIEM engineering, an analytical mindset, and experience with Tier 2+ incident response.",https://www.dice.com/job-detail/e7ca6187-7c61-4c3c-b3d0-4999f59b6ff2
QA Engineer,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Quality Engineer to join the Technology Digital Operations team. This role is ideal for a highly detail-oriented QA Engineer or seasoned QA tester who excels in validating digital applications and ensuring exceptional user experiences across web, mobile, and OTT platforms. The ideal candidate brings deep testing expertise, strong communication skills, and a passion for maintaining the highest quality standards in a fast-moving digital environment.
Responsibilities
Core QA and Testing",https://www.dice.com/job-detail/ea934ede-6512-40b4-bf28-655985482fb5
Data Scientist,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$73 - $83 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a highly analytical and technically skilled Data Scientist to transform complex, multi-source data into unified, actionable insights used for executive reporting and decision-making.
This role requires expertise in business intelligence design, data modeling, metadata management, data integrity validation, and the development of dashboards, reports, and analytics used across operational and strategic environments.
The ideal candidate thrives in a fast-paced environment, demonstrates strong investigative skills, and can collaborate effectively with technical teams, business stakeholders, and leadership.",https://www.dice.com/job-detail/75f09938-bcb5-4f54-92c5-61164fa5e9b8
SAP BPC Technical Lead,STAND 8,,"California, USA, CA",Contract - W2,,,,,,,,$70 - $80 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced SAP BPC Technical Lead to play a key role in delivering and optimizing enterprise planning and analytics solutions for our global media and entertainment client organization. This role will focus on designing, configuring, and maintaining SAP BPC environments to support financial planning, budgeting, forecasting, and consolidation. You will collaborate closely with corporate technology, business teams, and Project Managers to deliver scalable, high-performance SAP planning solutions across multiple business sectors, including Supply Chain. The BPC environment is 2021; however, if your experience is from a prior version, we want to hear from you.",https://www.dice.com/job-detail/41f1a8f3-2ca3-47f7-a7b2-ec45ffb385a6
AI Solution Architect / Engineer (ServiceNow),STAND 8,,Remote,Contract - W2,,,,,,,,$80 - $100 per hour,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced ServiceNow AI Solution Architect / Engineer focused on the solutioning, design, implementation, and optimization of next-generation AI capabilities within ServiceNow for our global media & entertainment client's enterprise environment. Our team plays a key role in the implementation and delivery of key ServiceNow features and you'll be responsible for leading the configuration, integration, and enablement of ServiceNow's AI Agent Studio, Model Context Protocol (MCP), and Generative AI Controller components. You'll work our team and with different client business and engineering teams to understand their specific use cases, and enable these within the ServiceNow ecosystem of AI products and solutions.

Our ideal resource combines deep technical ServiceNow expertise with a strong understanding of AI use cases, data governance, and enterprise architecture. Our goal will be to bridge our client's business objectives with the rapidly evolving ServiceNow AI landscape. You will act as both a strategic advisor and a hands-on engineer ensuring AI capabilities deliver measurable business value today and scale effectively for future innovation. This is an exciting time to deliver solutions around the world-class capabilities of the ServiceNow platform at scale. We are setting up interviews immediately for this project and if you think you have what it takes to make an impact with an incredible team, we'd love to hear from you!

The project work will be accomplished Monday - Friday, and the role and work can be done remotely within the United States.",https://www.dice.com/job-detail/eb7883b9-be1f-42f9-a401-247206c97ba4
Site Reliability Engineer (Genetec),STAND 8,Rosa Lopez,"Englewood Cliffs, NJ",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our Technology Solutions team is seeking an experienced and highly skilled Site Reliability Engineer (Genetec) to join our team in support of a global Media & Entertainment client. Ideally, you will have advanced knowledge of Genetec Security Center and related security software, with the ability to set up servers, test software, create staging environments, and build connections to other systems. This role requires hands-on expertise in software development, system configuration, and network security. We are looking for team players that can add value with their contributions and enjoy working with a great group of people.

This project will require the person to work onsite 5 days / week in Englewood, NJ. Our team is setting up interviews immediately and if you'd like to work in a dynamic Entertainment environment with a lot of action, you'll love this job!",https://www.dice.com/job-detail/4bb1f304-291b-4a38-b30a-8ec7b5868abd
Business Systems Analyst,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$68 - $76 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a proactive, business-oriented Senior Business Systems Analyst.This individual will act as the primary liaison between IM and assigned business units-serving as both a strategic partner and an accountable delivery lead.
This role blends product ownership, business systems analysis, and project coordination, with a strong emphasis on technical execution and stakeholder engagement. The Senior Business Systems Analyst will gather and refine business and technical requirements, manage a prioritized backlog, coordinate project delivery, and provide structured communication to IM leadership.
The ideal candidate demonstrates strong professional presence, technical fluency, autonomy, and the ability to build trusted relationships across complex organizational environments.

1. Division-Facing Product & Delivery Leadership",https://www.dice.com/job-detail/51d8f18f-cd04-43af-b35e-4e6b1e5d139a
