Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Oracle Apex Developer (Only Mexico and Brazil location),Evolutyz Corp,Gaurav Dubey,Remote,Contract - Independent,,,,,,Contract - 12 Month(s),,$30 - $40,Remote,"The Oracle APEX Developer is responsible for designing, developing, and supporting low-code web applications using Oracle Application Express (APEX). The role focuses on delivering secure, scalable, and user-friendly applications that improve business processes, reporting, and operational efficiency.
Technical Skills (Mandatory)
Strong hands-on experience with Oracle APEX(APEX 19.x+ preferred).
Proficiency in SQL and PL/SQL.
Experience with Oracle Database ( 12c,19c or above).
Knowledge of APEX security model(authentication, authorization).
Experience building interactive reports, dashboards, and forms.",https://www.dice.com/job-detail/69494a44-1ec6-4961-a21e-6685e27a0ed8
E-Commerce Consultant/Specialist with Sterling OMS-Blue Yonder,Apetan Consulting,,New Jersey,Full Time,Part Time,Contract - W2,Contract - Independent,,,Contract - 12 Month(s),Accepts corp to corp applications,$DOE,,"Title: E-Commerce Consultant/Specialist with Sterling OMS-Blue Yonder
Location: Houston, TX (upto 50% travel to Mexico City, Once or twice per quarter)
Duration: 6+ months
Senior Specialist:

Candidates should have 12+ years of experience and be ready for frequent travel to client location(s) with up to 50% travel, to US and Mexico locations.
Job Duties
Design and implement supply chain solution, order management systems, warehouse management systems.",https://www.dice.com/job-detail/8df6cd72-c6ad-4e14-8a55-c8911472c65c
Fiber/OTDR Engineer (ONSITE),"NetSource, Inc.",Manita Tamang,"Pittsburgh, PA",Contract - W2,,,,,,Contract - 12 Month(s),,Depends on Experience,On Site,"The position is On-site in Pittsburgh, PA but Metro areas around GA; Pittsburgh or Philadelphia, PA will be considered. Contractor will be traveling through the US, Canada and Mexico. Please note that this is a 12 months contract position.
Must Haves:
3 years of experience in the telecom industry
Experience with testing using OTDR
Fiber network troubleshooting proficiency
Splicing experience is a benefit
Good to Have:",https://www.dice.com/job-detail/6cbbeb67-7151-4495-8eec-c57886f3cb8f
Data Engineer (AWS/Big Data),Fixity Technologies,,"Wilmington, DE",Full Time,Contract - W2,Contract - Independent,,,,,Accepts corp to corp applications,USD 60-65,On Site,"Hiring: Data Engineer (AWS/Big Data)

Location: Wilmington, DE (Onsite, Locals Only)

Hire Mode: Contract

Experience: 12+ years


Required Experience:
Acquire and manage data from various sources and storage systems",https://www.dice.com/job-detail/e1017092-8bcb-44f4-8733-6d04fae53783
"Sterling OMS Platform Specialist (Onsite in Houston, TX)",AKAASA Technologies,Ashish Joshi,"Houston, TX",Contract - Independent,Contract - W2,,,,,Contract - 12 Month(s),Accepts corp to corp applications,Depends on Experience,Hybrid,"Job Title: Sterling OMS Platform Specialist
Location: Houston, TX - Some travel to Mexico City will be required.
Length: 6-12 months
Top Skills Required:
Sterling OMS Blue Yonder
Industry Experience:
eCommerce (B2c) Retail experience preferred
Job Duties
Design and implement supply chain solution, order management systems, warehouse management systems.
Lead requirement elicitation with client product managers, organize and participate in business workshops, challenge requirements, propose alternate business processes and solutions.
Architect deployment of solutions using Blue Yonder Inventory Visibility and Order Management Solutions
Create and document process for client solution deployment for the appropriate hosting model (SaaS, Cloud, On-premise)
Create enterprise solutions with in-depth understanding of order management, inventory management, systems architecture in a large and complex environment.
Utilize knowledge of integration with various systems that typical order management, warehouse management, POS systems integrate with (e.g. PIM, Financials, Payments, Takes, Fulfillment integrations) to help guide the client and implementation teams on the implementation best practices and drive consensus for efficient solutions that are cost effective
Help elicit requirements from clients and translate them to architecture roadmap and technical design for our implementation teams.
Use experience in Java, microservices, Scripting languages, Build and automation tools, unit test frameworks to audit solutions implemented and ensure top notch delivery quality on solutions that are implemented.
Experience with cloud technologies for enterprise solutions
Able to use analytic, organization, presentation, and facilitation skills to come up with solutions that are agreeable to all parties involved and helps solve critical business problems for our clients.
Utilize excellent written and verbal communication and soft skills to communicate effectively with clients appraising them of all the decisions, discussions and suggested solutions as well as with internal teams to help them delivery to the requirements without major rework

Education Required
Bachelor s degree in CIS, IT, Engineering, or other related field. Foreign degree equivalents accepted.",https://www.dice.com/job-detail/804e43f2-1da1-4cbd-b33f-6f19deee27a8
Community Development Manager - PRGC,Pinnacle Group,,"Albuquerque, NM",Full Time,,,,,,,,USD 35.00 per hour,On Site,"Community Development Manager - Private Road/Gated Community Fiber Sales
Hourly Rate: $35/hr. + Monthly Commission
Location: Albuquerque New Mexico USA / Panhandle Florida United States

Job Description
As a Community Development Manager specializing in Private Road/Gated Community Fiber Sales, your role involves managing a portfolio of accounts to achieve long-term success. You'll be responsible for developing positive relationships with clients, handling their individual needs, and generating new business using existing and potential customer networks. Your ability to resolve conflicts, provide timely solutions, and supervise account representatives will be crucial. You must have a relentless drive to achieve and surpass targets.

Responsibilities:



Pay Range:

The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision and 401K contributions as well as any other PTO, sick leave, and other benefits mandated by appliable state or localities where you reside or work.",https://www.dice.com/job-detail/a3f8d641-eb10-4fc1-aeb8-3caee73be6d4
Tool Crib Inventory Associate,Advanced Technology Services,,"Bloomington, Illinois",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby8yN3ZBckliIiwiam9iSWQiOiJjNzk3MTVhNS05MDhiLTQ1ZTYtYWVjMS0wMTM0MjNmODBiYTkiLCJqb2JUaXRsZSI6IlRvb2wgQ3JpYiBJbnZlbnRvcnkgQXNzb2NpYXRlIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Pipefitter/ Maintenance Technician,Advanced Technology Services,,"Mossville, Illinois",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9mMm1ieFZiIiwiam9iSWQiOiIyZjhjM2FkZi1iZDYzLTRkZWItYTg0Ny1mMzI5MGQ2NGJlZTUiLCJqb2JUaXRsZSI6IlBpcGVmaXR0ZXIvIE1haW50ZW5hbmNlIFRlY2huaWNpYW4iLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Tool & Die Maker,Advanced Technology Services,,"Bellwood, Illinois",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9uUi1yMGRiIiwiam9iSWQiOiJjZGZjYzAwYy01ZWM1LTRjOGEtOTM1Ny1jMGUzNzQxMzIyNTQiLCJqb2JUaXRsZSI6IlRvb2wgJiBEaWUgTWFrZXIiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Industrial Maintenance Technician,Advanced Technology Services,,"East Peoria, Illinois",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9qUGlWLUpiIiwiam9iSWQiOiJjM2I5NjM4Zi0wMDJmLTQxMmQtOWIxMy1mMDg3MDlkZjUxMTciLCJqb2JUaXRsZSI6IkluZHVzdHJpYWwgTWFpbnRlbmFuY2UgVGVjaG5pY2lhbiIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
