Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
KINAXIS RR TECHNICAL Consultant,"HR Link Group, Inc",Hakan Pekkan,Remote,Contract - Independent,Contract - W2,,,,,Contract - 12 Month(s),Accepts corp to corp applications,$40 - $50,Remote,"ROLE: KINAXIS RR TECHNICAL Solution Lead #ARNLD_KNX- Solution
DURATION: 6mo
WORK: REMOTE
LOCATION: OFFSHORE OKAY PST HOURS**
RATE: 40-50hr offshore
60-70hr onshore rate
Domain: CPG
Timezone: PST",https://www.dice.com/job-detail/3ce26f11-b225-41be-a944-c6cf06cecb0a
Data Engineer,Apex Systems,,"Plano, TX",Full Time,,,,,,,,,On Site,"Job#: 3014456

Job Description:

Data Engineer x2

Location: hybrid in Plano, TX

Contract: September 2026

Experience in building data pipelines and app development including Python, SQL, and Typescript
Experience with AWS and distributed tools (MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, or MySQL)

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/6343402c-ae80-4a6b-934e-5afd57e5fa71
.NET Developer with Angular 13+ version,Prutech Solutions,,Remote,Contract - W2,,,,,,Contract - 12 Month(s),,$75 - $80,Remote,"Founded in 1997, PruTech is dedicated to problem-solving, creating solutions, and maintaining strong partnerships with its clients. PruTech serves a diverse list of clients in different industries from government to finance, retail, and manufacturing. PruTech has offices in New York City, Washington DC, North Carolina, and two nearshore offices in Mexico City and India.
With over 20 years of Information Technology and system integration experience, PruTech provides multiple ways to assist organizations with future technology requirements including:
Project based system integration
Custom software solutions
Package implementations",https://www.dice.com/job-detail/d0f4fe4f-8ee0-46ef-adfa-222a70fdacec
Desktop Support Engineer - Must be Fluent in Japanese and English,STAND 8,,"Denver, CO",Contract - W2,,,,,,,,$22 - $32 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking a skilled and proactive Techline Support Analyst to join our dynamic, globally distributed support team. This role focuses primarily on live chat support for internal users through ServiceNow, with responsibility for troubleshooting technical issues across Windows and macOS environments. The ideal candidate is customer-service oriented, highly communicative, and capable of working independently in a fast-paced support environment.
This position supports U.S. and U.K. users, with an emphasis on West Coast coverage.",https://www.dice.com/job-detail/e5a43e3e-54b7-4be0-a14f-bdddcb68e6de
Blockchain Engineer,United Software Group,,"New York City, NY",Contract - W2,Contract - 12+,,,,,,,,On Site,"Hello,
Job Title: Blockchain Engineer
Location: NYC, NY(Hybrid 4 Days/week) Onsite
About the Role:
We are seeking a talented Blockchain Engineer to join our Digital Assets Engineering team. In this role, you will design, develop, and secure smart contracts that power tokenization, custody, and settlement solutions within a regulated financial environment. You will work on cutting-edge blockchain integrations, ensuring scalability, security, and compliance across our enterprise systems.
Key Responsibilities:",https://www.dice.com/job-detail/f4ec6634-2706-42fd-a8ca-096576be0344
Technical Experience Deskside Analyst,STAND 8,,"Florida, USA, FL",Contract - W2,,,,,,,,$22 - $32 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are looking for a highly skilled and service-driven TechEx Deskside Analyst to join our Global Support Team. This role provides 1st and 2nd line deskside break/fix support and is ideal for someone passionate about technology, problem-solving, and delivering an exceptional user experience.
You will serve as the primary Technology Experience representative for the Miramar site, working alongside local colleagues who support broadcast technologies. This position requires strong technical expertise across Microsoft O365, Windows, macOS, mobile devices, and endpoint hardware.
The ideal candidate is proactive, resourceful, and able to resolve complex technical issues while maintaining outstanding customer satisfaction.",https://www.dice.com/job-detail/243f3641-41c9-4a8a-afeb-212a233a11f2
"Workday Learning Consultant- Learning Certification must -Fremont California, Remote is fine",Yochana IT Solutions,,Remote,Contract - W2,Contract - Independent,,,,,,Accepts corp to corp applications,,Remote,"Job Title- Workday Learning Consultant
Location
Duration - Contract 12 Months
Workday Learning Certification
Workday Learning Consultant will work directly with internal stakeholders to develop, deploy, and support learning campaigns and associated reports to ensure company compliance.
Job Description:
Set up and maintain the Workday Learning module, including creating and managing learning content (courses, lessons, programs), scheduling learning campaigns, and managing user access.",https://www.dice.com/job-detail/9129033e-aac1-4673-ada5-c362381b1d6d
"Manhattan Active WMS Functional Consultant- Memphis, TN- onsite",Yochana IT Solutions,,"Memphis, TN",Contract - W2,Contract - Independent,,,,,,Accepts corp to corp applications,,On Site,"Manhattan Active WMS Functional Consultant
Location
Contract 1+ year
JD:
Manhattan Associates Active WMS (Warehouse Management System) as a Senior WMS System's Analyst.
Responsible for support of the Logistics Execution function (especially in the areas of Warehousing & Transportation).
Lead all aspects of the implementation, optimization & support of Global Logistics Execution processes & systems.
The initial focus will be on Manhattan Associates Active WMS and Oracle TMS (Transportation Management System) and the scope of logistics will span Inbound logistics (RMs), Replenishment logistics, and Distribution Logistics (DC's to Customers) across the globe.
Partner with Ops leadership & Finance to align the strategies and lead the process transformation to be world-class within and in support of the Logistics Execution function.
Own the Enterprise implementation, Solution architecture, and deployment of Manhattan WMS across DCs.
E2E Solution design in the logistics / Order to Deliver space including distribution, warehousing, transportation, and trade compliance functions.
Lead functional and technical discussions with the all-stake holders including the integration of WMS to other systems like e-Commerce, ERP, TMS, and other 3rd party vendor tools.
Lead projects by completing relevant analyses, simulating process, automation, and/or warehouse management configurations, warehouse controls, or execution changes to increase continuous product flow, improve efficiencies, and lower costs using appropriate IT Solutions.
Provide overall solution Governance to ensure global standardization (of business processed and solutions) for new projects, improvements, and break fixes.


Successful delivery of at least 2 large-size IT systems implementations as a WMS Manhattan Solutions Lead in Distribution and Logistics.
Direct experience delivering a supply chain distribution technology solution using WMS Manhattan, TMS/ERP (e.g., Manhattan, Oracle, SAP, BlueYonder).
Strong WMS SME with knowledge of Intelligent Fulfillment, Warehouse controls, Order Management, Inbound Processing, Outbound Processing, Physical Inventory, RF Transactions, cycle counting, and all other Manhattan integration(s).
Knowledge of TMS tactical planning and optimization, freight procurement, load design, asset-based/fleet-based routing and scheduling, appointment scheduling, multi-leg/multimodal shipping, intermodal and rail, multi-carrier parcel management.",https://www.dice.com/job-detail/db7960df-ada0-424f-842e-50ee03a2265d
D365 Project Manager (OneSource & Tax),Fixity Technologies,,No location provided,Full Time,Part Time,Contract - W2,Contract - Independent,,,,Accepts corp to corp applications,,,"Hello
Hope you are doing great,
Job Description: D365 Project Manager (OneSource & Tax)
Location: Remote
Employment Type: Contract
Overview:
We are looking for an experienced D365 Project Manager with strong expertise in Microsoft Dynamics 365 Finance & Operations, OneSource Tax integration, and Tax configuration projects.",https://www.dice.com/job-detail/c8db5e4d-59a8-4ab5-98f9-ed72366d5d84
"MES/Opcenter consultant - Fremont, CA (onsite mandatory)",Yochana IT Solutions,,California,Contract - W2,Contract - Independent,,,,,,Accepts corp to corp applications,,,"Location
Duration - Contract 12 Months
Mandatory Skills - MES/Opcenter implementation, C#, .NET, SQL, Mendix
Job Description
Domain Expertise: Subject Matter Expert for administering, configuring, and maintaining Opcenter Core and Electronics.
Design & Development: Design and develop custom transactions in Opcenter to meet specific business requirements.
Version Upgrades: Manage system upgrades, applying Siemens best practices to ensure smooth transitions and continuity.",https://www.dice.com/job-detail/af65cf04-825c-40a7-b9a2-d435377c5a35
