Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Prior Authorization & Denials Coordinator,The Staff Pad,,"Las Vegas, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj02MDE5NjQ3NzgmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiJmY2RkOTY3ZC0wM2M5LTRjYWYtOWUxMi04MDkyNDk2NWQwMDgiLCJqb2JUaXRsZSI6IlByaW9yIEF1dGhvcml6YXRpb24gJiBEZW5pYWxzIENvb3JkaW5hdG9yIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
IT Application Administrator II,Apex Systems,,"New Albany, OH",Full Time,,,,,,,,,On Site,"Job#: 3014840

Job Description:

IAM Analyst - Skills & Responsibilities

Requirements:
Experience with ServiceNow ticketing and operational workflows
Background in Help Desk or Call Center environments (email/ticket handling)

Nice-to-Have:
Identity Access Management (IAM) experience, including SSO projects












Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/56e839e3-17be-4a6b-8792-a233d90e9a68
Data Architect II,Apex Systems,,"Appleton, WI",Full Time,,,,,,,,,On Site,"Job#: 3014404

Job Description:

Come help our client grow their Data team! Hiring for a Data Architect II position.

Unable to provide sponsorship; Appleton, WI preferred. Relocation assistance provided. Please send resumes to to apply.

We're seeking a Data Architect II to design, manage, and optimize data infrastructure for assigned domains. This role ensures data is structured, secure, and accessible, while providing governance leadership and mentoring junior architects.

Design and optimize data architecture, ensure governance and security, and support cloud-first strategies. Requires 4+ years in data engineering/BI, 2+ years in data modeling, SQL/Python skills, and experience with AWS/Azure/Google Cloud Platform/Snowflake. Strong communication required, retail or trading industry experience a plus.




Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/ec13050c-48e9-43d9-85bc-195efda5ae5c
Conversational AI & Front-End Sr. Engineer,Apex Systems,,"Appleton, WI",Full Time,,,,,,,,,On Site,"Job#: 3014415

Job Description:
Sr. Engineer - Conversational AI & Front-End (Contract-to-Hire)

Location: Remote | Duration: ~8 months with potential for full-time l Unable to provide sponsorship to any candidate

Our client is looking for a versatile Sr. Engineer to join their team. In this role, you'll design and build intelligent bots, virtual agents, and responsive UIs that power seamless digital support experiences across web, voice, and messaging channels. Send resumes to to apply.

What You'll Do:

Develop conversational bots using platforms like

Design intuitive, accessible front-end interfaces for chat, web, and voice

Integrate solutions with enterprise systems via

Optimize NLP models, dialog flows, and UI components for performance and compliance

Drive improvements through and data-driven insights



? 5+ years in and

? Proficiency in , and frameworks (React/Vue)

? Experience with multiple conversational platforms

? Strong understanding of , and enterprise integration

? Familiarity with

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/cff81261-9516-404e-bf8c-32abe5d9eace
Tech PM,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$94 - $104 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking an accomplished Senior Broadcast Network Engineer to support a major transformation of broadcast technology and infrastructure. This role plays a critical part in designing, building, and scaling a next-generation broadcast IP environment from the ground up.
The engineer will initially support the overhaul and deployment of new broadcast systems and, upon conversion to full-time, will help build and lead a growing engineering team as the environment expands.
This opportunity is ideal for a high-level network engineer with strong experience in broadcast environments, large-scale IP networks, and automation.",https://www.dice.com/job-detail/25903c14-428a-4f42-bf1c-afa799df8f4e
D365 Functional Consultant,ASCII Group LLC,Venkatesh Kundurthi,"Chicago, IL",Contract - W2,,,,,,Contract - 5 Month(s),,Depends on Experience,On Site,"D365 Functional Consultant - Downers Grove,Preferably in Chicago, IL /Onsite - 5 Months
Please find below job description and let me know if you are interested

Job Title: D365 Functional Consultant 
Location:  Downers Grove,Preferably in Chicago, IL / Onsite
Duration: 5 months
“Only candidates who are permanently authorized to work in the United States without the need for current or future visa sponsorship.”
Our ideal preference is candidate being in office at client office zip code Downers Grove, 60515, IL 3-4 days a week. 
However, we are open to hybrid arrangements and remote work if you cannot find candidate in Chicago but in remote locations.",https://www.dice.com/job-detail/5cf4c136-2c3b-4b73-810d-3ead50d01e40
Guidewire DataHub/InfoCenter Engineer,"Aspire Systems, Inc.",Gokul Velumani,"Stockton, CA",Contract - W2,Contract - Independent,,,,,Contract - 6 Month(s),Accepts corp to corp applications,$60 - $65,On Site,"Job Type (Contract / Full Time): Contract
Rate/Salary: $60 - 65
Working Model: Onsite
Location: Stockton, CA
Duration of the Contract: 6 months to start
Job Description
Hands on Experience on DataHub with InfoCenter Platform.
Experience in Production support, BAU, Enhancement and Development.
Works with businesses in identifying detailed analytical and operational reporting/extracts requirements.",https://www.dice.com/job-detail/653b513b-45fb-47ff-aa4d-0af8dc7a5cc3
Senior Full Stack Developer,Apex Systems,,"Franklin, WI",Full Time,,,,,,,,,On Site,"Job#: 3014798

Job Description:

Our great client has an immediate opening for a Senior Full Stack Developer. If you are interested please apply with resume to

12+ month contract

Project: Contact Center technology

Full Stack Developer (Senior Dev):
Proven experience as a Full Stack Developer or similar role.


EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/4f0001c5-7498-41ea-bf7c-49e87c6a675f
Regional Sales Manager,"AJ Consulting Group, LLC",Ajay Bidhan,Remote,Full Time,,,,,,,,65000,Remote,"Title: Regional Sales Manager
Location: Remote with 50% Travel
Duration: Full-Time
VISA: U.S. Citizens and s due to legal or government contract requirements
Tax Term: W2
     JD: 
 Role: Regional Sales Manager - Western U.S. Territory",https://www.dice.com/job-detail/3bf95e4e-26c6-46a2-8635-d1b742ac42c7
Data Scientist,Apex Systems,,"New Ulm, MN",Full Time,,,,,,,,,On Site,"Job#: 3014324

Job Description:
Contract Data Scientist (Remote)

About the Role:

We are seeking a Contract Data Scientist to support the development and maintenance of deep learning models for medical document analysis. This is a temp-to-hire opportunity, and candidates must be eligible for permanent hire without visa sponsorship if required.

In this role, you will work closely with a technical lead to ensure model quality and deliverables, while operating independently in day-to-day execution. You'll contribute to cutting-edge projects that leverage large-scale text datasets and advanced machine learning techniques in an AWS-based environment.








Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/96374fb9-8ab0-4a06-84da-5807657b0738
