Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Systems Administrator,"22nd Century Technologies, Inc.",,"Camp Lejeune, NC",Full Time,,,,,,,,Depends on Experience,On Site,"Job Title: Systems Administrator
Location with zip code: Camp Lejeune, NC
Duration: FTE
Clearance Required: Active Secret
Certification: IAT Level II
Job Description:
Minimum 7 years required for Windows Server Administration.
Responsible for troubleshooting Windows OS, backup, hardware, connectivity, servers and peripherals issues.",https://www.dice.com/job-detail/41092c72-73e7-4c08-9ce4-21abb0a266d7
Senior Software Engineer (onsite),"22nd Century Technologies, Inc.",,"Wilsonville, OR",Full Time,,,,,,,,$80 - $85,On Site,"Title: Senior Software Engineer (onsite)
Location with zip code: Wilsonville, OR 97070
Duration: 12+ months
Shift Timing (Day/ Evening/ Night): 1st shift -Shift Hours: 40 hrs./week
Pay Rate: $80- $85/hr. on W2
Note:
Position Role Type: U.S. Citizen or U.S. Person, On site in Wilsonville, OR.
Works on optical test equipment aviation products.
C# and LabView experience are required needs.",https://www.dice.com/job-detail/772f907a-c365-4d9d-8be2-aee6bda2cb4b
Workday Technical Architect,Avtech Solutions,,"Richmond, VA",Contract - 12+,,,,,,,Accepts corp to corp applications,,On Site,"Job Title: Workday Technical Architect:
Location: Richmond, VA (3 days per week from Office)
Responsible for ensuring technical stability, scalability, and continuous optimization of the Workday ecosystem across HCM and Finance. This role provides technical leadership for integrations, extend and prism platform (optional), and reporting, with hands-on support for AMS incident management, enhancements, and workday and client releases.
Responsibilities
Serve as the highest technical escalation point for production issues and AMS problem management.
Analyze recurring issues to drive long-term fixes and process improvement.",https://www.dice.com/job-detail/e1b24fc3-e328-4977-82d5-885aeac32073
Workday Financials Architect,Avtech Solutions,,"Richmond, VA",Contract - W2,Contract - Independent,,,,,Contract - 6+ month(s),Accepts corp to corp applications,,On Site,"Job Title: Workday Financials Architect
Location: Hybrid from Richmond, VA (3 days per week from Office)
Job Type: Contract
Job Description:
Leads AMS operations for Workday Financial Management, ensuring smooth system performance, accurate financial processing, and scalable enhancements. The role manages AMS support across FDM, Accounting, Procurement, Banking, and Projects.
Responsibilities
Oversee AMS incident, problem, change management and Project enhancements for all Workday Financial modules.",https://www.dice.com/job-detail/d171b7ac-885d-4a53-acb8-6d8b493f0ca3
SAP Program Manager,Fixity Technologies,,"Lake Forest, IL",Full Time,Part Time,Contract - W2,Contract - Independent,,,,Accepts corp to corp applications,,On Site,"Hello
Hope you are doing great,
SAP Program Manager - AMS & S/4 HANA Programs
Location: Lake Forest, IL (Onsite). Onsite Tues-Thurs (Locals of IL)
Experience Required: 15+ Years
Few additional points for the SAP Program Manager role. Onsite Tues-Thurs
SAP application support (AMS) experience and handling onsite ,offshore team
Experience in S/4 HANA implementation exp as a consultant ( at least one )",https://www.dice.com/job-detail/31365c74-751c-47dc-b2af-f26b039e3a83
Luminance App Engineer,Apex Systems,,"Juno Beach, FL",Full Time,,,,,,,,,On Site,"Job#: 3012939

Job Description:
Job Title: Luminance App Configuration Engineer

Location: Remote

Contract Type: Long-Term Contract
About the Role

We are seeking a highly skilled Luminance App Configuration Engineer to join our team on a long-term contract basis. The ideal candidate will have hands-on experience configuring the Luminance platform and possess a strong technical background to ensure seamless integration and optimization of the application for business needs.






Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/0990d7cd-cb25-4242-bde9-516d71e9791f
Engineering and IT Support - CE Facility Support Engineer - Mechanical 2,Apex Systems,,"Fayetteville, GA",Full Time,,,,,,,,Compensation information provided in the description,On Site,"Job#: 3012210

Job Description:

We are seeking a Facility Support Engineer (Chillers) consultant for a Technology (Data Center) client.

Further details are below for review.

Details:

Client: Technology (Data Center)

Location: Atlanta, GA (Monday - Friday onsite.)

Length: 6+ month Assignment

Pay: $30/hour W2

Technology team is seeking Critical Environment Engineers with to support the safe, efficient, and reliable operation of our data centers. This role is essential to maintaining uptime and ensuring optimal performance of mechanical infrastructure in a mission-critical environment.




Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.



Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/48a0c189-cbfc-4324-9065-4f4caa199e0c
Software Developer,Apex Systems,,"Bossier City, LA",Full Time,,,,,,,,,On Site,"Job#: 3012964

Job Description:

Deliver simple solutions to complex problems as a Software Developer. Here, you'll tailor cutting-edge solutions to the unique requirements of our clients. With a career in application development, you'll make the end user's experience your priority and we'll make your career growth ours.

HOW A SOFTWARE DEVELOPER ASSOCIATE WILL MAKE AN IMPACT
Researches, designs, develops, and/or modifies enterprise-wide systems and/or applications software
Assists with all phases of the software development lifecycle


WHAT YOU'LL NEED TO SUCCEED:


Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/12909c7f-a365-462c-bc98-ecce07be1da2
Remote Helpdesk Support Analyst,Apex Systems,,"Quincy, MA",Full Time,,,,,,,,,On Site,"Job#: 3013064

Job Description:

Help Desk Technician - Remote

Long term Contract

Apex Systems is seeking multiple Help Desk Technicians to join the team our team supporting a large Financial Service institution!

If you are willing to learn and enhance you technical skills please apply or send your resume to






EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/42e2503d-9d15-44f7-90b1-64cdc7adaae2
Data Architect,Apex Systems,,"Charlotte, NC",Full Time,,,,,,,,,On Site,"Job#: 3010010

Job Description:

Data Architect

Charlotte, NC - Local candidate Only

3 days onsite per week required

Position Summary

Data Architect will be responsible for producing and maintaining Data strategy.

Architecture for operational data stores, data warehouses and data marts on Cloud Environment.

Designs data access layer specifications and communicates design for implementation.

Leads projects and works with teams to creates and deliver simple, elegant solutions to complex business problems within project deadlines

Translates business strategy and vision into a data strategy through partnerships with key business stakeholders

Maps business opportunities to appropriate data architecture patterns and evolves data architecture as business strategies and technologies mature

Guides the successful execution of data architecture vision through adoption of governance principles and practices



Data modelling and architecture



Data Analyst, Architect

Desired Qualifications

Oracle PL/SQL

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/e82bacaf-1e8d-47ed-b76d-6714c97b7a67
