Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
"Technical Support Specialist - Specialty Rental - Deer Park, TX",Atlas Copco Drilling Solutions,,"Deer Park, TX",Full Time,,,,,,,,USD 45.00 per hour,On Site,"At Atlas Copco Specialty Rental, we're not your typical industrial rental company. Atlas Copco Specialty Rental delivers tailored solutions to demanding customers in industries like energy, food & beverage, metal, or manufacturing. We provide the industry with the most energy-efficient equipment, helping them reduce carbon emissions and operate more sustainably. As a Rental company, we are only as good as the fleet we deliver to customers around the world.

Your role

Your mission as Technical Support Specialist, you will be the go-to-expert across the regions, supporting field teams mentoring new technicians, troubleshooting complex issues, and ensuring our fleet remains in peak condition. This of his role as the 'flying doctor' for our equipment - traveling where needed to keep operations running smoothly and customers satisfied.

You will














You will be part of our customer center in Deer Park, TX. You will join a dynamic field service team, working remotely and spending a significant amount of time traveling to visit customers within your designated area, United States (US).



Atlas Copco Specialty Rental North America (SRDNA) has offices throughout the US, Canada and Mexico. Headquarters for SRDNA is located in Deer Park, TX, just outside of Houston. Atlas Copco Group is headquartered in Stockholm, Sweden. We are a global team with colleagues in 180 locations in 170 countries.


Behind every innovative solution, there are people working together to transform the future. With careers sparked by initiative and lifelong learning, we unite curious minds, and you could be one of them.",https://www.dice.com/job-detail/523d5a96-ee75-4e4b-afa3-d252757d3c1b
Venafi PKI Engineer,Apex Systems,,"Chicago, IL",Full Time,,,,,,,,USD 67.61 per hour,On Site,"Job#: 3012793

Job Description:

Apex Systems is currently hiring for MULTIPLE Venafi Security Engineers for a client in the Financial industry.

Qualified candidates will have the following experience and skills:
Venafi Certificate Management experience
Scripting/automation (PowerShell, Bash, Python, etc)
Familiarity with operating systems: Windows Server, RHEL/Linux
Knowledge of networking/security protocols (TLS, SSH, HTTP, DNS, TCP/IP, SNMP)









If you are interested, please apply here or email an updated copy of your resume to

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.



Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/61d364bb-bdb7-45c6-be9d-169bab76eff9
Mid Product Manager,Apex Systems,,"Ocoee, FL",Full Time,,,,,,,,USD 50.00 - 55.00 per hour,On Site,"Job#: 3012569

Job Description:

Apex Systems, a World-Class Technology Solutions Provider, is seeking applicants for the below position on behalf of our client. Please apply if interested and qualified. Please note that only qualified candidates will be contacted.

Position: Mid Level Product Manager

Location: Hybrid in Orlando/Ocoee FL

Duration: Contract to Hire

$50-55 per hour W2



We are seeking a Product Manager to lead a workstream that encompasses all web and mobile applications used by timeshare owners. This includes:


The ideal candidate will have a strong background in combined with (such as technical business analysis, data analysis, or development).







Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/959e0237-9d3d-41c8-88fe-94695960e64a
Senior Software Engineer (onsite),"22nd Century Technologies, Inc.",,"Wilsonville, OR",Full Time,,,,,,,,$80 - $85,On Site,"Title: Senior Software Engineer (onsite)
Location with zip code: Wilsonville, OR 97070
Duration: 12+ months
Shift Timing (Day/ Evening/ Night): 1st shift -Shift Hours: 40 hrs./week
Pay Rate: $80- $85/hr. on W2
Note:
Position Role Type: U.S. Citizen or U.S. Person, On site in Wilsonville, OR.
Works on optical test equipment aviation products.
C# and LabView experience are required needs.",https://www.dice.com/job-detail/772f907a-c365-4d9d-8be2-aee6bda2cb4b
Support Engineer - Support Engineer II,Apex Systems,,"Seattle, WA",Full Time,,,,,,,,USD 21.00 - 31.00 per hour,On Site,"Job#: 3012598

Job Description:

Job Title: Support Engineer II

Duration: 3 months

Location: onsite in Seattle, WA

Pay Rate: $21 - $31 hourly

Our IT Support Associate II spends their day fielding incoming chats, calls, and online requests from our client and its subsidiary employees worldwide. The successful IT Support Associate II will be customer focused and motivated by team success. You will be innovative, energetic, and able to adapt to new processes and procedures quickly while dealing with a high volume of requests. You will also be committed, flexible, and demonstrate the ability to maintain high levels of productivity while maintaining quality support.



Candidates will have one site to start but their site might change through the assignment!



Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/06e5ff49-cc75-4bc0-92c7-ef0410eb1d32
"Technical Support Specialist - Specialty Rental - Deer Park, TX",Atlas Copco Drilling Solutions,,Texas,Full Time,,,,,,,,,,"At Atlas Copco Specialty Rental, we're not your typical industrial rental company. Atlas Copco Specialty Rental delivers tailored solutions to demanding customers in industries like energy, food & beverage, metal, or manufacturing. We provide the industry with the most energy-efficient equipment, helping them reduce carbon emissions and operate more sustainably. As a Rental company, we are only as good as the fleet we deliver to customers around the world.
Your role
Your mission as Technical Support Specialist, you will be the go-to-expert across the regions, supporting field teams mentoring new technicians, troubleshooting complex issues, and ensuring our fleet remains in peak condition. This of his role as the 'flying doctor' for our equipment - traveling where needed to keep operations running smoothly and customers satisfied.

You will
To succeed, you will need





In return, we offer
Job location
You will be part of our customer center in Deer Park, TX. You will join a dynamic field service team, working remotely and spending a significant amount of time traveling to visit customers within your designated area, United States (US).



Atlas Copco Specialty Rental North America (SRDNA) has offices throughout the US, Canada and Mexico. Headquarters for SRDNA is located in Deer Park, TX, just outside of Houston. Atlas Copco Group is headquartered in Stockholm, Sweden. We are a global team with colleagues in 180 locations in 170 countries.


Behind every innovative solution, there are people working together to transform the future. With careers sparked by initiative and lifelong learning, we unite curious minds, and you could be one of them.",https://www.dice.com/job-detail/68f263cf-0805-436c-9faf-4103dac7a1b4
Engineer Data Sr Advanced Tech,Apex Systems,,"Roseland, NJ",Full Time,,,,,,,,USD 70.00 - 85.00 per hour,On Site,"Job#: 3012769

Job Description:

Apex Systems combines with parent company ASGN Inc. to make it the 2nd largest IT staffing agency in the country.

Apex has an opportunity for a Data Engineer . If interested in discussing the position further, please send an MS Word version of your resume to Patryk Kopczynski,

If interested send me your resume or email me at

Here are the details:

Lead Data Engineer

Location: Hybrid 3 times a week in Central NJ

Rate: 70/hr-85/hr on w2

Duration: 12 Month Contract

NO Sponsorship or C2C Offered

Day-to-Day Responsibilities:

As a , you'll spend your day architecting and optimizing data solutions that power critical business insights. You'll lead the design and development of scalable data pipelines using , , , and , ensuring data quality and governance across complex ecosystems. Collaboration is key-you'll work closely with analysts, data scientists, and source system owners to integrate diverse data sources and maintain enterprise data models. Expect to mentor team members, troubleshoot advanced issues, and drive innovation in building a robust data marketplace for internal consumers. This role blends hands-on engineering with strategic leadership, making it ideal for someone passionate about cloud-based data solutions and enterprise-scale impact.

Must Haves:

Python

Pyspark

AWS NOT AZURE

Databricks

Contact Center Experience is a nice to Have

Lead Experience

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a retirement plan (401k or local country equivalent) program. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/635b49fc-4f8d-4178-b79e-386e0c110624
SAP Program Manager,Fixity Technologies,,"Lake Forest, IL",Full Time,Part Time,Contract - Independent,Contract - W2,,,,Accepts corp to corp applications,,On Site,"Hello
Hope you are doing great,
SAP Program Manager - AMS & S/4 HANA Programs
Location: Lake Forest, IL (Onsite). Onsite Tues-Thurs (Locals of IL)
Experience Required: 15+ Years
Few additional points for the SAP Program Manager role. Onsite Tues-Thurs
SAP application support (AMS) experience and handling onsite ,offshore team
Experience in S/4 HANA implementation exp as a consultant ( at least one )",https://www.dice.com/job-detail/31365c74-751c-47dc-b2af-f26b039e3a83
Network Project/Deployment Manager - III,Apex Systems,,"Chandler, AZ",Full Time,,,,,,,,,On Site,"Job#: 2090000

Job Description:

Description:

Targeted Years of Experience: 5-7 years

Responsibilities:

This individual will manage the microwave program within the Southwest Wireless Network.

Project Management in wireless network deployment

Driving complex projects and programs to achieve targeted and measured business goals and key objectives.

Coordinating and scheduling resources across multiple organizations to align project requirements with business goals and objectives.

Identifying, monitoring, reporting and escalating project-related issues to achieve timely resolution.

MUST HAVE SKILLS

at least 5 years of technical project management experience

excellent communicator: ability to lead productive meetings with key contributors and with leadership, take meeting notes, assign tasks, and measure progress

data processing: able to work with large amounts of data across multiple projects, identify trends, logic-based filtering

relationship building: develop relationships with engineers and stakeholders across multiple disciplines to create an effective environment for success, ability to work with different personality types

DESIRED SKILLS:

at least 5 years of wireless project management experience

College - 4 yr degree OR PMP certification

understanding of wireless network architecture and the network engineering organization

LOCATION / SCHEDULE

Hybrid work schedule, up to 5 days in the office

Mon-Fri

8-5p

Office located in Chandler, AZ

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/f0a953b2-ed2d-473a-8a55-67f3f97aace2
BDIA,Apex Systems,,"Dearborn, MI",Full Time,,,,,,,,,On Site,"Job#: 3012570

Job Description:

Ford Motor Company

Hybrid On-Site Dearborn MI

12+ Month Contract (Long Term)

$60-$70/HR

Position Overview

We are seeking a versatile to support a major modernization initiative in the Health & Safety space. This project involves replacing 25 legacy applications with two new, integrated solutions. The ideal candidate will have a strong mix of business analysis and data analysis skills, with the ability to work across multiple functions and make sense of complex data environments.










EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/d683655e-8db4-4bd2-9d03-84a3e374a43d
