Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Java Full Stack Developer | New Mexico | Only W2 (No H1B or C2C),Cohesive Technologies LLC,,"Santa Fe, NM",Full Time,,,,,,,,,On Site,"Cohesive Technologies is a global IT Services & Solutions company providing IT Staffing Services and Application Development Services necessary for technology leaders to deliver business value. We help our people and clients succeed by leveraging our expertise, deep industry and market knowledge, proprietary assessment tools and techniques, and project delivery methodologies. Through relationships with thousands of specialized professionals, we bring an unparalleled ability to match talent with opportunities by assessing, recruiting, developing and engaging the best and brightest people for our clients. We combine broad geographic presence, world-class solutions and a tailored, consultative approach to help our people and clients achieve higher performance and outstanding results.
Job Title: Java Full Stack Developer
Location: Santa Fe, New Mexico",https://www.dice.com/job-detail/00a318ba-38f6-4e0a-9f3e-56fc548d066d
Workday Integrations,"Javen Technologies, Inc",,"Mexico City, CDMX",Contract - W2,Contract - Independent,,,,,Contract - 6 Month(s),Accepts corp to corp applications,Depends on Experience,,"Candidate must be located in Puerto Rico or Mexico.
Workday Integration Engineer
Minimum 3 years' experience with Workday developing integration solutions and reports
Solid experience with Workday Studio is required.
Experience with XML programming, including XSLT, and XML Schemas
Experience with EIB, Core Connector, Custom Reports, BIRT, Calc Fields and Business Processes
EIB, RaaS, Studio are needed
Employers have access to artificial intelligence language tools (“AI”) that help generate and enhance job descriptions and AI may have been used to create this description. The position description has been reviewed for accuracy and Dice believes it to correctly reflect the job opportunity.",https://www.dice.com/job-detail/af7c4426-1d64-462e-84cc-ce0d046f5bd9
"Travel CT Tech - $2,044 to $2,244 per week in Alamogordo, NM",AlliedTravelCareers,,"Alamogordo, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj02MDIwODE4ODcmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiI0Zjg0NWI5ZC03YmE1LTRiNjYtODJhYy05MTU4ZTU5Mzk0YTEiLCJqb2JUaXRsZSI6IlRyYXZlbCBDVCBUZWNoIC0gJDIsMDQ0IHRvICQyLDI0NCBwZXIgd2VlayBpbiBBbGFtb2dvcmRvLCBOTSIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
Fiber/OTDR Engineer (ONSITE),"NetSource, Inc.",Manita Tamang,"Pittsburgh, PA",Contract - W2,,,,,,Contract - 12 Month(s),,Depends on Experience,On Site,"The position is On-site in Pittsburgh, PA but Metro areas around GA; Pittsburgh or Philadelphia, PA will be considered. Contractor will be traveling through the US, Canada and Mexico. Please note that this is a 12 months contract position.
Must Haves:
3 years of experience in the telecom industry
Experience with testing using OTDR
Fiber network troubleshooting proficiency
Splicing experience is a benefit
Good to Have:",https://www.dice.com/job-detail/ef775292-7c12-4d1c-a172-d171af5590af
Fiber Test Engineer 2,"Everest Consultants, Inc",,Remote or Hybrid,Contract - Independent,Contract - W2,Contract - 24+ mo(s),,,,,,Market,Hybrid,"Title: Fiber Test Engineer 2
Location: Fully Remote(Candidates from Metro areas around GA; Pittsburgh or Philadelphia, PA will be considered)
Duration: 12+ Months contract with Possibility for extension
Pay Rate Range: $31.20-$33.35/hr. on W-2.
*** This is a Fully Remote position. Contractor will be traveling through the US, Canada and Mexico. Candidate must work on our W2. No third-party candidates. ***
Job Description:
A team of two people working on a project. They will be provided a scope of work document. Understanding of test results interpretation. Contractor will be interfacing with vendors during their work day and follow all compliance policies. The contractor will communicate with their team and project manager therefore good communication is key. The contractor will get assigned a project to a location between Thursday and Friday and travel on Monday. Contractor must be available to be reassigned at any moment (this doesn't happen often).",https://www.dice.com/job-detail/1b62bdbf-ee4a-4d07-bee7-3681a6935921
Web Designer,Apex Systems,,"Orlando, FL",Full Time,,,,,,,,USD 30.00 - 40.00 per hour,On Site,"Job#: 3015306

Job Description:

Apex Systems, a World-Class Technology Solutions Provider, is seeking applicants for the below position on behalf of our client. Please apply if interested and qualified. Please note that only qualified candidates will be contacted.

**we cannot provide sponsorship for this position. You must be able to work on our W2. **

to apply directly please email

Position: Intermediate Web Developer





$30-40/hr on W2






*Please note that as a contract employee of Apex Systems, benefits include the below with employee contribution*

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/63018c8b-0a24-48da-b7d3-89a1256619e9
Technical Support Tech - Technical Support Tech I,Apex Systems,,"Chantilly, VA",Full Time,,,,,,,,USD 17.00 - 27.00 per hour,On Site,"Job#: 3015361

Job Description:

JOB TITLE Technical Support Tech I

DURATION 6 MONTHS

LOCATION ONSITE IN Chantilly, VA

PAY RATE $17 - $27 HOURLY

Job Description: Provides support to end users on a variety of issues. Identifies, researches, and resolves technical problems. Responds to telephone calls, email and personnel requests for technical support. Documents, tracks and monitors the problem to ensure a timely resolution. May require an associate's degree in a related area and 0-3 years of experience in the field or in a related area. Has knowledge of commonly-used concepts, practices, and procedures within a particular field. Relies on instructions and pre-established guidelines to perform the functions of the job. Works under immediate supervision. Primary job functions do not typically require exercising independent judgment. Typically reports to a supervisor or manager.

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/6cbee09f-ad06-4ce5-b93c-380c310b0d9e
Technical Support Tech - Technical Support Tech I,Apex Systems,,"Sterling, VA",Full Time,,,,,,,,USD 15.00 - 25.00 per hour,On Site,"Job#: 3015352

Job Description:

JOB TITLE: Technical Support Tech I

DURATION 6 MONTHS:

LOCATION: ONSITE IN Sterling,VA

PAY RATE: $15 - $25 HOURLY

Job Description: Provides support to end users on a variety of issues. Identifies, researches, and resolves technical problems. Responds to telephone calls, email and personnel requests for technical support. Documents, tracks and monitors the problem to ensure a timely resolution. May require an associate's degree in a related area and 0-3 years of experience in the field or in a related area. Has knowledge of commonly-used concepts, practices, and procedures within a particular field. Relies on instructions and pre-established guidelines to perform the functions of the job. Works under immediate supervision. Primary job functions do not typically require exercising independent judgment. Typically reports to a supervisor or manager.

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/5ee188a0-93cd-4e6f-9b3b-b99391db522e
Network Security Engineer,Apex Systems,,"Irving, TX",Full Time,,,,,,,,USD 68.00 - 70.00 per hour,On Site,"Job#: 3015312

Job Description:

Apex Systems is seeking an experienced Network Security Engineer for a large financial client. The position will be focused around reviewing security and configuration baselines of all parts of the network (hardware and software) to ensure the client's environment is within standards. This will include assisting with asset management, reviewing security baselines of network assets, vulnerability and patch management, tracking lifecycles for network assets, and coordinating with the engineering teams for various tasks. Further details are below.

Network Security Engineer

Pay Range: $68-70/hr.

24 mo. Contract position

Hybrid Schedule (3 days onsite/2 days remote)




This role is more technical and focuses on , , and across network devices.






Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.



Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/39d53f0b-f67f-47fd-a04b-325858f2e654
Supply Chain Analyst - Supply Chain Analyst,Apex Systems,,"Cupertino, CA",Full Time,,,,,,,,USD 20.00 - 23.00 per hour,On Site,"Job#: 3015495

Job Description:

JOB TITLE:Supply Chain Analyst

DURATION: 12 MONTHS

LOCATION: ONSITE IN Cupertino,CA

PAY RATE: $20 - $23 HOURLY

Job Description: Supply Chain Analyst

Onsite position

As a Supply Chain Capacity Analyst you will:

Drive continuous improvement by identifying ways to streamline processes and reduce waste for the Networking organization

Problem solve and design solutions, reports, etc. for Amazon's network

Maintain/update internal documentation for internal training and reference

Basic Qualifications

Bachelor's degree in Engineering or Transportation/Supply Chain/Operations discipline

Strong Math, Logical, Problem Solving skills

Strong analytical abilities, and high proficiency creating and managing advanced models using SQL and Microsoft Excel Analyst work background, or focus in higher education

Conceptual understanding of systems, and configuration management

Preferred Qualifications

Bachelor's degree in Engineering or Transportation/Supply Chain/Operations discipline

Strong Math, Logical, Problem Solving skills

Strong analytical abilities, and high proficiency creating and managing advanced models using SQL and Microsoft Excel Analyst work background, or focus in higher education

Conceptual understanding of systems, and configuration management

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/4b814314-2332-4ce1-aeb6-72c870709226
