Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Sr UI Engineer,Convene Inc.,,"Chennai, TN",Contract - Independent,Contract - W2,,,,,,,BASED ON EXPERIENCE,Hybrid,"About Convene Inc.
Convene, Inc. is a Tampa based, award-winning technology services organization with offices and resources throughout the US, Mexico, and India. We have successful, referenceable customers, competitive benefits, and high-growth opportunities.
Senior UI Engineer
Location: Remote
Experience: 5-8 years
Employment Type: Contract
Role Overview: The Senior UI Engineer will design and implement highly responsive user interfaces using React.js, JavaScript, and Telerik. This role requires strong front-end expertise with a focus on enterprise-level UI components.",https://www.dice.com/job-detail/306f4383-b454-44fe-8085-d87d55a32bb0
Mid-Level .NET Software Engineer,STAND 8,,Remote,Full Time,,,,,,,,$95000.00 - $120000 per annum,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a Mid-Level .NET Software Engineer to join our global Release Engineering team. In this role, you will work in a matrixed, collaborative environment, partnering closely with Delivery and Client Success teams. You'll be responsible for developing, testing, and maintaining client-specific configurations and release packages for our cloud-based profitability solutions.
This is an excellent opportunity for a hands-on engineer with strong .NET expertise, an interest in financial systems, and the ability to work effectively with international banking clients in a fully remote setting.",https://www.dice.com/job-detail/edc3bc25-1ef1-466e-a1b7-b0413b49ce94
Sr. Salesforce Developer / Architect,STAND 8,Rosa Lopez,"Stamford, CT",Contract - W2,,,,,,,,$73 - $83 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a Senior Salesforce Architect with deep, hands-on development experience to support our client's Salesforce platform. The ideal candidate will have exceptional Apex, Lightning Web Components (LWC), and integration skills, and be capable of diving into a custom-built application that is currently experiencing performance and stability issues. This individual will serve as both a technical lead and problem-solver, working closely with internal stakeholders to diagnose, remediate, and refactor as needed.",https://www.dice.com/job-detail/1f5f93a1-43b1-498c-b7f1-f3b13243dd2f
Senior Application Developer,STAND 8,Rosa Lopez,"Pasadena, CA",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a highly skilled Senior Application Developer with a strong background in ERP systems, specifically Tyler Munis ERP, with a focus on HR/Payroll and/or Finance. The ideal candidate is a proactive problem solver and technical leader who can effectively manage system integrations, develop business intelligence reports, and support users across departments. You will play a key role in aligning business requirements with scalable and secure ERP solutions.",https://www.dice.com/job-detail/5baad1b0-72bf-4464-a6e0-bde69996d0b1
Project Manager - PCI DSS compliance program,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$81 - $91 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to lead and coordinate the implementation of a comprehensive Payment Card Industry (PCI) Compliance Program. This initiative includes approximately 59 interrelated projects spanning multiple bureaus, divisions, and departments that handle credit card transactions.
The Project Manager will ensure all projects align with PCI standards and organizational objectives, drive progress across diverse teams, and maintain compliance with industry regulations and security best practices. This role requires a strong background in project management, risk mitigation, and cross-functional coordination within technology or compliance environments.",https://www.dice.com/job-detail/12b64777-c16b-491a-86cd-9145e34f3940
Project Manager - LAN/WLAN & Fiber Infrastructure,STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$58 - $68 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to oversee LAN, WLAN, and Fiber Infrastructure initiatives. This role focuses on managing large-scale installation, construction, and upgrade projects that enhance the district's network systems, ensuring reliable connectivity and optimal performance across multiple school campuses.
The ideal candidate will bring a strong technical background in network infrastructure combined with exceptional organizational and communication skills to lead cross-functional teams and vendor partners effectively.
Key Responsibilities",https://www.dice.com/job-detail/7d9f3fc2-b553-4561-bbf5-29fd9deebb4e
Integrations Lead,STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking an experienced Integrations Lead to drive enterprise-wide system and data integration initiatives during complex business transformations such as mergers, acquisitions, divestitures, and modernization efforts. This role is critical in ensuring seamless connectivity and data flow across platforms, applications, and business units. The ideal candidate will lead cross-functional teams, align integration strategies with enterprise architecture, and deliver scalable, secure solutions that support strategic business goals.

This is a hybrid role based in the Burbank/Glendale, CA area, requiring on-site presence 3 days per week.",https://www.dice.com/job-detail/b6cf324c-8065-499d-bdf3-763eba08f1c8
Backend Java Engineer,STAND 8,,Remote,Contract - W2,,,,,,,,$75 - $90 per hour,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced Backend Java Engineer to join our media and entertainment client's engineering organization. This role will focus on developing backend services and microservices that enable large-scale content delivery, audience engagement, and analytics. You will leverage Java, Spring Boot, and modern AWS-based cloud infrastructure to create containerized, scalable, and resilient backend systems that power key digital platforms.",https://www.dice.com/job-detail/cc518c77-717f-4b6c-8263-abf12796b435
Technical Product Owner,STAND 8,,"New York, NY",Contract - W2,,,,,,,,$69 - $79 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a highly skilled Technical Product Owner (TPO) to serve as the bridge between business objectives and technical implementation. This role is responsible for driving the successful delivery of complex, SLA-driven live streaming initiatives through effective planning, communication, and technical oversight. The ideal candidate combines product owner expertise, a strong understanding of Agile methodologies, and a solid technical foundation in media or streaming environments.",https://www.dice.com/job-detail/b1896217-6341-48ad-86ce-5fc02fda9b3f
Senior Site Reliability Engineer - Nexthink (DEX),STAND 8,,Remote,Contract - W2,,,,,,,,$56 - $66 per annum,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a highly skilled Senior Site Reliability Engineer to lead the analysis, configuration, monitoring, and automation of the Nexthink platform.
In this key role, you will help define and implement the organization's strategy for leveraging device analytics to modernize and automate the end-user computing device lifecycle. Your efforts will directly improve the Digital Employee Experience (DEX) by enabling proactive insights, automation, and operational efficiency.
This position will play a pivotal role in shaping the company's DEX strategy-enhancing productivity, driving preventative IT measures, and promoting a seamless, efficient work environment.",https://www.dice.com/job-detail/90d14a56-c5c3-43a2-993c-a5106d95a1e8
