Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Mid-Level .NET Software Engineer,STAND 8,,Remote,Full Time,,,,,,,,$95000.00 - $120000 per annum,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking a Mid-Level .NET Software Engineer to join our global Release Engineering team. In this role, you will work in a matrixed, collaborative environment, partnering closely with Delivery and Client Success teams. You'll be responsible for developing, testing, and maintaining client-specific configurations and release packages for our cloud-based profitability solutions.
This is an excellent opportunity for a hands-on engineer with strong .NET expertise, an interest in financial systems, and the ability to work effectively with international banking clients in a fully remote setting.",https://www.dice.com/job-detail/640e16f3-468a-4977-98b9-9519c2c9dc16
Project Manager - PCI DSS compliance program,STAND 8,,"Long Beach, CA",Contract - W2,,,,,,,,$81 - $91 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to lead and coordinate the implementation of a comprehensive Payment Card Industry (PCI) Compliance Program. This initiative includes approximately 59 interrelated projects spanning multiple bureaus, divisions, and departments that handle credit card transactions.
The Project Manager will ensure all projects align with PCI standards and organizational objectives, drive progress across diverse teams, and maintain compliance with industry regulations and security best practices. This role requires a strong background in project management, risk mitigation, and cross-functional coordination within technology or compliance environments.",https://www.dice.com/job-detail/18af9e05-4ebd-454d-9253-519965fba8db
Project Manager - LAN/WLAN & Fiber Infrastructure,STAND 8,,"Los Angeles, CA",Contract - W2,,,,,,,,$58 - $68 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Project Manager to oversee LAN, WLAN, and Fiber Infrastructure initiatives. This role focuses on managing large-scale installation, construction, and upgrade projects that enhance the district's network systems, ensuring reliable connectivity and optimal performance across multiple school campuses.
The ideal candidate will bring a strong technical background in network infrastructure combined with exceptional organizational and communication skills to lead cross-functional teams and vendor partners effectively.
Key Responsibilities",https://www.dice.com/job-detail/cdd61d10-17f4-45fb-a446-fcfda7876401
Technical Project Manager - IT PMO,STAND 8,Angelina Gonzalez,"Long Beach, CA",Contract - W2,,,,,,,,$75 - $85 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a Technical Project Manager to lead and coordinate IT initiatives within our Project Management Office. This role manages end-to-end delivery of complex technical projects ensuring scope, schedule, and quality while also providing portfolio oversight, risk management, and stakeholder alignment across IT functions.",https://www.dice.com/job-detail/2feb9e2f-1d9e-4889-890a-3bfcbaafaa5c
Technical Experience Deskside Analyst,STAND 8,,"Florida, USA, FL",Contract - W2,,,,,,,,$22 - $32 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are looking for a highly skilled and service-driven TechEx Deskside Analyst to join our Global Support Team. This role provides 1st and 2nd line deskside break/fix support and is ideal for someone passionate about technology, problem-solving, and delivering an exceptional user experience.
You will serve as the primary Technology Experience representative for the Miramar site, working alongside local colleagues who support broadcast technologies. This position requires strong technical expertise across Microsoft O365, Windows, macOS, mobile devices, and endpoint hardware.
The ideal candidate is proactive, resourceful, and able to resolve complex technical issues while maintaining outstanding customer satisfaction.",https://www.dice.com/job-detail/b4d46dc2-37db-40e2-9cb2-e2763263ead8
"Manhattan WMS Consultant- Miami, FL (Onsite)- USA",Yochana IT Solutions,,"Miami, FL",Contract - W2,,,,,,,Accepts corp to corp applications,,On Site,"Job Title- Manhattan WMS Consultant
Location
Duration - Contract 12 Months
Hands on configuration of Manhattan WMOS WMS systems.
Experience supporting or implementing Manhattan WMOS WMS systems preferred.
Strong proficiency in Oracle SQL for application development. Ability to write complex SQL queries
Experience analyzing complex system issues, contributing to estimates and making recommendations.
Knowledge of enterprise hardware platforms such as UNIX and/or Linux servers and Oracle relational databases is a plus.",https://www.dice.com/job-detail/7db6cf95-8914-4894-bebc-caa83169ab59
"Salesforce Trade Promotions Management (TPM) consultant - Louisville, KY -Remote Within USA",Yochana IT Solutions,,"Louisville, KY",Contract - W2,,,,,,,Accepts corp to corp applications,,On Site,"Job Title- Salesforce Trade Promotions Management (TPM) consultant
Location
Duration - Contract 12 Months
Functional Consultant / SME who will lead the functional design, GE stakeholder engagement, and requirements alignment of the Salesforce Trade Promotions Management (TPM) implementation.
Key Responsibilities
Translating business needs into scalable TPM solutions, aligning requirements with emerging industry trends driving transformation across planning, budgeting, execution, and analytics.",https://www.dice.com/job-detail/a6233b5f-b828-416c-a8fe-4b080d653f5a
"SharePoint and Power platform Architect - Houston, TX (Onsite)- USA",Yochana IT Solutions,,"Houston, TX",Contract - W2,,,,,,,Accepts corp to corp applications,,On Site,"Job Title- SharePoint and Power platform Architect
Location
Duration - Contract 12 Months
Role & Responsibilities / Job Description:
Primary Skill Set:
Lead the architecture and design of Power Platform solutions, including Power Apps, Power Automate (Flow), and Power BI, to meet business and technical requirements.
Collaborate with stakeholders to gather requirements, define solution architecture, and create technical specifications.
Design scalable and maintainable Power Platform solutions that adhere to best practices, security standards, and compliance requirements.",https://www.dice.com/job-detail/8cd026b7-bed1-4ae1-a010-c2cbde959915
Backend Go Engineer,STAND 8,Angelina Gonzalez,"New York, USA, NY",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more; including internationally in Mexico and India.

We are seeking a skilled Software Engineer with 3-5 years of experience to design, develop, and maintain scalable software solutions. The ideal candidate will have experience in cloud technologies, distributed systems, and web-based applications, with a strong focus on delivering high-quality digital media solutions.",https://www.dice.com/job-detail/a610a2d3-0e85-4633-beeb-d29036412d6d
Technical Onboarding Specialist,STAND 8,Angelina Gonzalez,"Georgia, USA, GA",Contract - W2,,,,,,,,$65000 - $95000 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a motivated and detail-oriented Implementation Consultant to join our growing Customer Success team. In this role, you'll work directly with some of the world's leading financial institutions, ensuring the successful onboarding and implementation of our cutting-edge SaaS platform.

This is an exciting opportunity to contribute to high-impact projects, collaborate with senior stakeholders, and become a key player in delivering long-term value to our clients.",https://www.dice.com/job-detail/4f0cc394-3a98-4dec-a786-1d7a8e012120
