Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Automation Tester - Nearshore (Mexico & Brazil),Evolutyz Corp,Atul Bhardwaj,Remote,Contract - Independent,,,,,,Contract - 18 Month(s),,$35 - $40,Remote,"Strong experience in Java, Spring Boot and Selenium. Must be able to code in Java and Spring Boot and be able to write Selenium scripts from scratch.
Deep experience in data testing is required.
Strong experience in API testing and database testing.
Experience automating data testing is required.
Experience building a home grown automation system for MDM is preferred.
Thankyou
Gaurav M Dubey
Technical Lead - Talent Acquisition
Evolutyz Corp
1560 Wall Street Suite 105
Naperville, IL
; Ext.341",https://www.dice.com/job-detail/c17c30c8-89fa-4401-b84e-b188f51b52d4
SAP FICO Consultant (Spanish Speaking),Quantum World Technologies Inc.,,"Fairfield, NJ",Full Time,Contract - W2,Contract - Independent,,,,,Accepts corp to corp applications,,On Site,"Ability to speak fluently in Spanish | Automatic rejection is this is not clearly confirmed on the resume Ability to travel to Mexico once a month | Automatic rejection is this is not clearly confirmed on the resume
Job Title: SAP FICO Consultant (Spanish Speaking)
Travel: Monthly travel to Mexico required
Role Overview:
We are seeking an experienced SAP FICO Consultant fluent in Spanish to provide end-to-end support for financial accounting and controlling processes. The role involves working closely with finance teams to optimize workflows and implement best practices.
Key Responsibilities:",https://www.dice.com/job-detail/3984b4c6-3d1f-4f21-98ae-7926101cd728
Lead SQL Developer,Prutech Solutions,,Remote,Contract - W2,,,,,,Contract - 12 Month(s),,$70+,Remote,"About Us:
Founded in 1997, PruTech is dedicated to problem-solving, creating solutions, and maintaining strong partnerships with its clients. PruTech serves a diverse list of clients in different industries from government to finance, retail, and manufacturing. PruTech has offices in New York City, Washington DC, North Carolina, and two nearshore offices in Mexico City and India.
With over 20 years of Information Technology and system integration experience, PruTech provides multiple ways to assist organizations with future technology requirements including:
Project based system integration
Custom software solutions",https://www.dice.com/job-detail/8a52c1ce-c095-46d5-8d02-96d3c182a755
Sr.Manual Tester,Convene Inc.,,"chennai, TN",Full Time,Contract - Independent,Contract - W2,,,,,,BASED ON EXPERIENCE,On Site,"About Convene Inc.
Convene, Inc. is a Tampa based, award-winning technology services organization with offices and resources throughout the US, Mexico, and India. We have successful, referenceable customers, competitive benefits, and high-growth opportunities.

Job Description:
Sr Manual Tester
Remote opportunity (US Shift)
"" Key Responsibilities Excellent communication skills.
"" Has experience working with project managers and product owners
"" Has experience handling & leading team and training the team.
"" Perform routine, smart and focused, exploratory tests based on high-risk areas.
"" Assist in writing and performing manual test plans and related test cases.
"" Verifying features and improvements using white and black box methodologies; with emphasis on debugging and identifying the root cause of issues.
"" Experience with Automation testing is a huge plus",https://www.dice.com/job-detail/c1a5bde9-a986-4bba-b34e-5e1ca119256c
Project Manager/Sr. Consultant,Robert Half,,"Albuquerque, NM",Contract - Independent,Contract - W2,,,,,,,USD 40.00 - 40.00 per hour,On Site,"Description

We are seeking an IT Project Manager on a consulting basis for a New Mexico based organization.

Remote work schedule available, may be some travel to Santa Fe, New Mexico as needed.

Position Overview

We are seeking a highly organized and detail-oriented IT Project Manager to lead and deliver technology-driven projects across multiple domains, including IT systems, software development, infrastructure, and data initiatives following a Waterfall methodology.

Key Responsibilities

Manage multiple concurrent projects of varying complexity, ensuring alignment with business objectives.

Plan, execute, and deliver projects using Waterfall methodology, adhering to established processes and documentation standards.

Define project scope, objectives, timelines, and resource requirements in collaboration with stakeholders.

Develop and maintain detailed project plans, schedules, and status reports.

Coordinate cross-functional teams, including IT, software development, infrastructure, and data specialists.

Identify and mitigate risks, issues, and dependencies throughout the project lifecycle.

Ensure compliance with organizational standards, governance, and quality assurance practices.

Communicate effectively with stakeholders at all levels, providing clear updates and managing expectations.

Other duties as needed



Interviews are currently being conducted, for immediate consideration please apply.

Bachelor's degree in Information Technology, Computer Science, Business, or related field.

3+ years of experience managing IT projects, preferably in a structured environment.

Strong understanding and hands-on experience with Waterfall methodology and project management best practices.

Proven ability to manage multiple projects simultaneously.

Excellent organizational, communication, and problem-solving skills.

Proficiency in project management tools (e.g., MS Project, Jira, or similar).

PMP or equivalent certification preferred.

Background required prior to employment

Technology Doesn't Change the World, People Do.

Robert Half is the world's first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go. Download the Robert Half app and get 1-tap apply, notifications of AI-matched jobs, and much more.

All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals, including medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit roberthalf.gobenefits.net for more information.

2025 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking ""Apply Now,"" you're agreeing to Robert Half's Terms of Use.",https://www.dice.com/job-detail/855b72da-53d5-450f-96cf-3e2279d5b564
Lead Machine Learning Infrastructure Engineer,Convene Inc.,,"Mountain View, CA",Contract - W2,Contract - Independent,,,,,,,BASED ON EXPERIENCE,On Site,"About Convene Inc.
Convene, Inc. is a Tampa based, award-winning technology services organization with offices and resources throughout the US, Mexico, and India. We have successful, referenceable customers, competitive benefits, and high-growth opportunities.
Lead ML Infrastructure Engineer
Mountain View, CA/ Dallas, TX / Chicago, IL / NYC, NY
About the Role
We are seeking a highly skilled Lead ML Infrastructure Engineer to spearhead the development, deployment, and scaling of machine learning infrastructure. This pivotal role involves collaborating closely with data scientists, ML engineers, and operations teams to build robust, scalable, and efficient machine learning pipelines. The ideal candidate will be passionate about pushing the boundaries of ML infrastructure, and possess a deep understanding of cloud platforms, containerization, and big data technologies.",https://www.dice.com/job-detail/3c0dcd50-820b-4974-9b9d-6a36f9bf2bae
Sr. Product Owner/ Manager Merchant Acquiring / Embedded Finance Domain,Convene Inc.,,"Berkeley Heights, NJ",Contract - W2,Contract - Independent,,,,,,,BASED ON EXPERIENCE,On Site,"About Convene Inc.
Convene, Inc. is a Tampa based, award-winning technology services organization with offices and resources throughout the US, Mexico, and India. We have successful, referenceable customers, competitive benefits, and high-growth opportunities.
Job Descriptions
Sr. Product Owner/ Manager - Merchant Acquiring / Embedded Finance Domain
Berkeley Heights, NJ
Experience: 10+ years (Banking / Financial Services preferred)
Department: Product Management",https://www.dice.com/job-detail/a6283df1-1efa-4297-a73b-8b3b9d705bbe
Project Manager,Apex Systems,,"Minneapolis, MN",Full Time,,,,,,,,,On Site,"Job#: 3014637

Job Description:

Job Title: Project Manager

Location: Minneapolis, Minnesota- 3-4 days onsite

Duration: ~16 months

Job Details:

Coordinate work between corporate IT and a local vendor who will do the physical work

Lead this project through completion and help with the pathing schedule

Core Network Switch upgrades

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/56e1eccb-fab8-4c7b-a28e-56b91e585c17
SAP SCM (MM & IM) Lead,Fixity Technologies,,"Emeryville, CA",Full Time,Part Time,Contract - W2,Contract - Independent,,,,Accepts corp to corp applications,,On Site,"Hello
Hope you are doing great,
Job Title: SAP FI/CO Lead Consultant
Location: Emeryville, CA
Primary Skills: fi/co, retail industry
Job Description
About the Role:

We are seeking an experienced SAP FI/CO Functional Principal Consultant with strong expertise in SAP modules and proven ability to manage teams and client relationships. The ideal candidate will play a key role in delivering high-quality SAP solutions, ensuring alignment with business objectives, and fostering collaboration across stakeholders. Provide expert functional SAP knowledge and configuration expertise within the Finance (FI) and Controlling (CO) modules to support business operations and process improvements.",https://www.dice.com/job-detail/b79864db-933a-4f3e-aa5e-9d74dedf2bbb
Salesforce Developer,Apex Systems,,"Gulfport, MS",Full Time,,,,,,,,USD 65.00 - 70.00 per hour,On Site,"Job#: 2089807

Job Description:

Apex Systems is currently hiring for a skilled Senior Salesforce Developer to join our team and contribute to the design, development, and maintenance of customized Salesforce solutions. The ideal candidate will have strong experience in Salesforce development, integrations, and collaboration within a semi-Agile environment.

Qualified candidates will have the following experience and skills:

5+ years of proven Salesforce development experience with Apex triggers and customizations.

Strong knowledge of integration development (SOAP, REST, Mulesoft).

Experience with Flow creation and Object management.

Ability to analyze debug logs and optimize performance

Location: Gulfport, MS- 100% remote

Pay range: $65-$70 an hour

If you are interested, please apply here or email an updated copy of your resume to










Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.



Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or .

Apex Systems is a world-class IT services company that serves thousands of clients across the globe. When you join Apex, you become part of a team that values innovation, collaboration, and continuous learning. We offer quality career resources, training, certifications, development opportunities, and a comprehensive benefits package. Our commitment to excellence is reflected in many awards, including ClearlyRated's Best of Staffing in Talent Satisfaction in the United States and Great Place to Work in the United Kingdom and Mexico.

Apex offers a range of supplemental benefits, including medical, dental, vision, life, disability, and other insurance plans that offer an optional layer of financial protection. We offer an ESPP (employee stock purchase program) and a 401K program which allows you to contribute typically within 30 days of starting, with a company match after 12 months of tenure. Apex also offers a HSA (Health Savings Account on the HDHP plan), a SupportLinc Employee Assistance Program (EAP) with up to 8 free counseling sessions, a corporate discount savings program and other discounts. In terms of professional development, Apex hosts an on-demand training program, provides access to certification prep and a library of technical and leadership courses/books/seminars once you have 6+ months of tenure, and certification discounts and other perks to associations that include CompTIA and IIBA. Apex has a dedicated customer service team for our Consultants that can address questions around benefits and other resources, as well as a certified Career Coach. You can access a full list of our benefits, programs, support teams and resources within our 'Welcome Packet' as well, which an Apex team member can provide.",https://www.dice.com/job-detail/01eca181-f767-4a39-964b-17cdeecc086d
